Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1524,     0.0002385
       2.0,       10.0800,        0.3833,     0.0006000
       3.0,       10.0800,        0.6511,     0.0010192
       4.0,       10.0800,        0.9228,     0.0014445
       5.0,       10.8000,        1.1560,     0.0018095
       6.0,       10.8000,        1.3422,     0.0021010
       7.0,       10.8000,        1.4542,     0.0022763
       8.0,       10.8000,        1.5120,     0.0023668
       9.0,       10.8000,        1.5398,     0.0024102
      10.0,       11.6400,        1.5535,     0.0024317
      11.0,       11.6400,        1.5892,     0.0024876
      12.0,       11.6400,        1.6188,     0.0025339
      13.0,       11.6400,        1.6428,     0.0025715
      14.0,       11.6400,        1.6613,     0.0026005
      15.0,       12.8400,        1.6742,     0.0026206
      16.0,       12.8400,        1.7236,     0.0026979
      17.0,       12.8400,        1.7653,     0.0027633
      18.0,       12.8400,        1.7996,     0.0028169
      19.0,       12.8400,        1.8258,     0.0028580
      20.0,       14.1600,        1.8438,     0.0028861
      21.0,       14.1600,        1.9012,     0.0029759
      22.0,       14.1600,        1.9487,     0.0030504
      23.0,       14.1600,        1.9870,     0.0031102
      24.0,       14.1600,        2.0157,     0.0031552
      25.0,       15.9600,        2.0350,     0.0031854
      26.0,       15.9600,        2.1114,     0.0033049
      27.0,       15.9600,        2.1756,     0.0034054
      28.0,       15.9600,        2.2275,     0.0034868
      29.0,       15.9600,        2.2664,     0.0035476
      30.0,       18.2400,        2.2918,     0.0035874
      31.0,       18.2400,        2.3910,     0.0037427
      32.0,       18.2400,        2.4739,     0.0038725
      33.0,       18.2400,        2.5404,     0.0039765
      34.0,       18.2400,        2.5892,     0.0040529
      35.0,       21.6000,        2.6203,     0.0041015
      36.0,       21.6000,        2.7666,     0.0043307
      37.0,       21.6000,        2.8905,     0.0045245
      38.0,       21.6000,        2.9898,     0.0046799
      39.0,       21.6000,        3.0615,     0.0047923
      40.0,       26.7600,        3.1058,     0.0048615
      41.0,       26.7600,        3.3388,     0.0052263
      42.0,       26.7600,        3.5406,     0.0055421
      43.0,       26.7600,        3.7043,     0.0057984
      44.0,       26.7600,        3.8231,     0.0059843
      45.0,       36.0000,        3.8974,     0.0061007
      46.0,       36.0000,        4.3637,     0.0068306
      47.0,       36.0000,        4.8508,     0.0075931
      48.0,       36.0000,        5.3828,     0.0084257
      49.0,       36.0000,        5.9829,     0.0093651
      50.0,       57.9600,        6.6889,     0.0104702
      51.0,       57.9600,        9.1028,     0.0142487
      52.0,       57.9600,       12.6855,     0.0198568
      53.0,       57.9601,       17.2959,     0.0270734
      54.0,       57.9600,       22.2493,     0.0348271
      55.0,      204.3600,       26.6839,     0.0417686
      56.0,      204.3600,       50.7982,     0.0795149
      57.0,      204.3601,       92.3378,     0.1445374
      58.0,      204.3600,      136.3756,     0.2134703
      59.0,      204.3600,      165.7060,     0.2593815
      60.0,      204.4800,      177.7586,     0.2782476
      61.0,      204.4800,      180.5606,     0.2826336
      62.0,      204.4802,      181.0039,     0.2833275
      63.0,      204.4800,      181.3861,     0.2839257
      64.0,      204.4800,      181.8223,     0.2846085
      65.0,       57.9601,      182.2169,     0.2852262
      66.0,       57.9599,      151.9730,     0.2378851
      67.0,       57.9601,      110.3313,     0.1727028
      68.0,       57.9599,       78.1822,     0.1223795
      69.0,       57.9601,       58.2521,     0.0911826
      70.0,       35.9999,       47.2152,     0.0739064
      71.0,       35.9999,       38.9767,     0.0610107
      72.0,       36.0002,       32.7628,     0.0512840
      73.0,       35.9999,       28.1823,     0.0441141
      74.0,       35.9999,       24.8638,     0.0389195
      75.0,       26.7600,       22.4857,     0.0351971
      76.0,       26.7600,       19.9578,     0.0312402
      77.0,       26.7602,       17.6789,     0.0276730
      78.0,       26.7600,       15.7987,     0.0247300
      79.0,       26.7600,       14.3513,     0.0224643
      80.0,       21.5998,       13.2807,     0.0207884
      81.0,       21.6003,       12.0992,     0.0189391
      82.0,       21.5998,       11.0036,     0.0172240
      83.0,       21.6003,       10.0449,     0.0157233
      84.0,       21.5998,        9.2561,     0.0144886
      85.0,       18.2399,        8.6391,     0.0135229
      86.0,       18.2399,        7.9345,     0.0124200
      87.0,       18.2404,        7.2651,     0.0113721
      88.0,       18.2399,        6.6587,     0.0104229
      89.0,       18.2399,        6.1344,     0.0096022
      90.0,       15.9600,        5.6983,     0.0089197
      91.0,       15.9600,        5.2089,     0.0081536
      92.0,       15.9596,        4.7539,     0.0074413
      93.0,       15.9600,        4.3470,     0.0068045
      94.0,       15.9600,        3.9970,     0.0062565
      95.0,       14.1598,        3.7053,     0.0057999
      96.0,       14.1603,        3.3779,     0.0052875
      97.0,       14.1598,        3.0821,     0.0048245
      98.0,       14.1603,        2.8237,     0.0044199
      99.0,       14.1598,        2.6066,     0.0040801
     100.0,       12.7199,        2.4320,     0.0038068
     101.0,       12.7204,        2.2422,     0.0035097
     102.0,       12.7199,        2.0952,     0.0032796
     103.0,       12.7204,        1.9911,     0.0031167
     104.0,       12.7199,        1.9229,     0.0030100
     105.0,       11.7597,        1.8820,     0.0029459
     106.0,       11.7601,        1.8262,     0.0028585
     107.0,       11.7597,        1.7857,     0.0027952
     108.0,       11.7601,        1.7560,     0.0027487
     109.0,       11.7597,        1.7346,     0.0027151
     110.0,       10.7999,        1.7201,     0.0026925
     111.0,       10.7999,        1.6784,     0.0026273
     112.0,       10.8004,        1.6444,     0.0025740
     113.0,       10.7999,        1.6172,     0.0025314
     114.0,       10.7999,        1.5964,     0.0024988
     115.0,       10.0802,        1.5819,     0.0024761
     116.0,       10.0802,        1.5487,     0.0024241
     117.0,       10.0797,        1.5221,     0.0023826
     118.0,       10.0802,        1.5013,     0.0023499
     119.0,       10.0802,        1.4854,     0.0023252
     120.0,        0.0000,        1.4743,     0.0023078
     121.0,        0.0000,        1.1407,     0.0017856
     122.0,        0.0000,        0.8607,     0.0013473
     123.0,        0.0000,        0.6343,     0.0009928
     124.0,        0.0000,        0.4583,     0.0007174
     125.0,        0.0000,        0.3267,     0.0005114
     126.0,        0.0000,        0.2312,     0.0003619
     127.0,        0.0000,        0.1634,     0.0002558
     128.0,        0.0000,        0.1160,     0.0001816
     129.0,        0.0000,        0.0830,     0.0001299
     130.0,        0.0000,        0.0600,     0.0000939
     131.0,        0.0000,        0.0439,     0.0000687
     132.0,        0.0000,        0.0325,     0.0000509
     133.0,        0.0000,        0.0245,     0.0000383
     134.0,        0.0000,        0.0186,     0.0000291
     135.0,        0.0000,        0.0144,     0.0000225
     136.0,        0.0000,        0.0112,     0.0000175
     137.0,        0.0000,        0.0089,     0.0000139
     138.0,        0.0000,        0.0071,     0.0000111
     139.0,        0.0000,        0.0057,     0.0000090
     140.0,        0.0000,        0.0047,     0.0000073
     141.0,        0.0000,        0.0039,     0.0000060
     142.0,        0.0000,        0.0032,     0.0000050
     143.0,        0.0000,        0.0027,     0.0000042
     144.0,        0.0000,        0.0023,     0.0000036
     145.0,        0.0000,        0.0020,     0.0000031
     146.0,        0.0000,        0.0017,     0.0000027
     147.0,        0.0000,        0.0015,     0.0000023
     148.0,        0.0000,        0.0013,     0.0000020
