Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.00137,       0.00844
       2.0,       0.39685,       0.00345,       0.02122
       3.0,       0.39685,       0.00593,       0.03648
       4.0,       0.39685,       0.00871,       0.05357
       5.0,       0.4252,       0.01179,       0.0725
       6.0,       0.4252,       0.01552,       0.09546
       7.0,       0.4252,       0.02002,       0.12311
       8.0,       0.4252,       0.02567,       0.15786
       9.0,       0.4252,       0.03266,       0.20083
      10.0,       0.45827,       0.04069,       0.25024
      11.0,       0.45827,       0.04946,       0.30417
      12.0,       0.45827,       0.05783,       0.35562
      13.0,       0.45827,       0.06515,       0.40064
      14.0,       0.45827,       0.07105,       0.43691
      15.0,       0.50551,       0.07546,       0.46403
      16.0,       0.50551,       0.07917,       0.48685
      17.0,       0.50551,       0.08189,       0.50359
      18.0,       0.50551,       0.08394,       0.51619
      19.0,       0.50551,       0.08557,       0.52626
      20.0,       0.55748,       0.08698,       0.53491
      21.0,       0.55748,       0.08893,       0.54685
      22.0,       0.55748,       0.09078,       0.55822
      23.0,       0.55748,       0.09253,       0.56903
      24.0,       0.55748,       0.0942,       0.5793
      25.0,       0.62835,       0.09579,       0.58905
      26.0,       0.62835,       0.09823,       0.60406
      27.0,       0.62835,       0.10057,       0.61843
      28.0,       0.62835,       0.10278,       0.6321
      29.0,       0.62835,       0.10489,       0.64506
      30.0,       0.71811,       0.10691,       0.65745
      31.0,       0.71811,       0.11007,       0.67688
      32.0,       0.71811,       0.11313,       0.6957
      33.0,       0.71811,       0.11606,       0.71374
      34.0,       0.71811,       0.11888,       0.73108
      35.0,       0.85039,       0.12161,       0.74782
      36.0,       0.85039,       0.12617,       0.77586
      37.0,       0.85039,       0.13078,       0.80422
      38.0,       0.85039,       0.1355,       0.83328
      39.0,       0.85039,       0.14053,       0.86422
      40.0,       1.05354,       0.14607,       0.8983
      41.0,       1.05354,       0.15591,       0.95876
      42.0,       1.05354,       0.16798,       1.03302
      43.0,       1.05354,       0.18291,       1.12481
      44.0,       1.05354,       0.20129,       1.23785
      45.0,       1.41732,       0.22363,       1.37522
      46.0,       1.41732,       0.25862,       1.59043
      47.0,       1.41732,       0.30299,       1.86327
      48.0,       1.41732,       0.35651,       2.19241
      49.0,       1.41732,       0.41858,       2.57409
      50.0,       2.28189,       0.48796,       3.00076
      51.0,       2.28189,       0.59069,       3.63247
      52.0,       2.28189,       0.71657,       4.4066
      53.0,       2.28189,       0.86004,       5.28887
      54.0,       2.28189,       1.01657,       6.25151
      55.0,       8.04567,       1.1796,       7.25406
      56.0,       8.04567,       1.62927,       10.01934
      57.0,       8.04567,       2.3778,       14.62246
      58.0,       8.04567,       3.40827,       20.95943
      59.0,       8.04567,       4.61627,       28.38812
      60.0,       8.05039,       5.78161,       35.55453
      61.0,       8.05039,       6.67143,       41.02654
      62.0,       8.0504,       7.20354,       44.29876
      63.0,       8.05039,       7.4512,       45.82181
      64.0,       8.05039,       7.53921,       46.36301
      65.0,       2.28189,       7.56341,       46.51179
      66.0,       2.28188,       7.10161,       43.67199
      67.0,       2.28189,       6.28225,       38.63322
      68.0,       2.28188,       5.32692,       32.75835
      69.0,       2.28189,       4.38359,       26.95728
      70.0,       1.41732,       3.56594,       21.92907
      71.0,       1.41732,       2.88824,       17.76148
      72.0,       1.41733,       2.37087,       14.57984
      73.0,       1.41732,       1.99138,       12.24617
      74.0,       1.41732,       1.71366,       10.53829
      75.0,       1.05354,       1.50808,       9.27406
      76.0,       1.05354,       1.34035,       8.24259
      77.0,       1.05355,       1.20414,       7.40496
      78.0,       1.05354,       1.09284,       6.72052
      79.0,       1.05354,       1.00031,       6.1515
      80.0,       0.85039,       0.92241,       5.67242
      81.0,       0.85041,       0.85022,       5.22848
      82.0,       0.85039,       0.78622,       4.8349
      83.0,       0.85041,       0.7306,       4.49287
      84.0,       0.85039,       0.68244,       4.19672
      85.0,       0.71811,       0.64058,       3.93928
      86.0,       0.71811,       0.60032,       3.69169
      87.0,       0.71813,       0.56343,       3.46486
      88.0,       0.71811,       0.53029,       3.26106
      89.0,       0.71811,       0.50079,       3.07965
      90.0,       0.62835,       0.4746,       2.91858
      91.0,       0.62835,       0.44903,       2.76136
      92.0,       0.62833,       0.4253,       2.6154
      93.0,       0.62835,       0.40361,       2.48202
      94.0,       0.62835,       0.38397,       2.36128
      95.0,       0.55747,       0.36629,       2.25251
      96.0,       0.55749,       0.34874,       2.14462
      97.0,       0.55747,       0.33232,       2.04366
      98.0,       0.55749,       0.31715,       1.95032
      99.0,       0.55747,       0.30321,       1.86461
     100.0,       0.50078,       0.29045,       1.78618
     101.0,       0.5008,       0.2776,       1.70711
     102.0,       0.50078,       0.26544,       1.63235
     103.0,       0.5008,       0.25409,       1.56253
     104.0,       0.50078,       0.24355,       1.4977
     105.0,       0.46298,       0.2338,       1.43777
     106.0,       0.463,       0.22404,       1.37777
     107.0,       0.46298,       0.2148,       1.32091
     108.0,       0.463,       0.20615,       1.26773
