Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.00806,       0.00842
       2.0,       0.39685,       0.02028,       0.0212
       3.0,       0.39685,       0.03452,       0.03609
       4.0,       0.39685,       0.04918,       0.05142
       5.0,       0.4252,       0.06208,       0.0649
       6.0,       0.4252,       0.07264,       0.07594
       7.0,       0.4252,       0.07918,       0.08278
       8.0,       0.4252,       0.08263,       0.08639
       9.0,       0.4252,       0.0843,       0.08814
      10.0,       0.45827,       0.08513,       0.089
      11.0,       0.45827,       0.08708,       0.09104
      12.0,       0.45827,       0.0887,       0.09273
      13.0,       0.45827,       0.09001,       0.09411
      14.0,       0.45827,       0.09104,       0.09518
      15.0,       0.50551,       0.09176,       0.09594
      16.0,       0.50551,       0.09444,       0.09873
      17.0,       0.50551,       0.0967,       0.1011
      18.0,       0.50551,       0.09857,       0.10306
      19.0,       0.50551,       0.10002,       0.10458
      20.0,       0.55748,       0.10104,       0.10564
      21.0,       0.55748,       0.10416,       0.1089
      22.0,       0.55748,       0.10675,       0.1116
      23.0,       0.55748,       0.10885,       0.1138
      24.0,       0.55748,       0.11044,       0.11547
      25.0,       0.62835,       0.11154,       0.11661
      26.0,       0.62835,       0.11569,       0.12095
      27.0,       0.62835,       0.1192,       0.12462
      28.0,       0.62835,       0.12207,       0.12762
      29.0,       0.62835,       0.12425,       0.12991
      30.0,       0.71811,       0.12573,       0.13145
      31.0,       0.71811,       0.13119,       0.13716
      32.0,       0.71811,       0.13586,       0.14204
      33.0,       0.71811,       0.1397,       0.14606
      34.0,       0.71811,       0.14266,       0.14915
      35.0,       0.85039,       0.1447,       0.15129
      36.0,       0.85039,       0.15324,       0.16022
      37.0,       0.85039,       0.1613,       0.16863
      38.0,       0.85039,       0.16909,       0.17679
      39.0,       0.85039,       0.17692,       0.18497
      40.0,       1.05354,       0.1852,       0.19362
      41.0,       1.05354,       0.2082,       0.21768
      42.0,       1.05354,       0.23707,       0.24786
      43.0,       1.05354,       0.27229,       0.28468
      44.0,       1.05354,       0.31263,       0.32685
      45.0,       1.41732,       0.35548,       0.37166
      46.0,       1.41733,       0.43141,       0.45104
      47.0,       1.41732,       0.51972,       0.54337
      48.0,       1.41732,       0.61091,       0.6387
      49.0,       1.41732,       0.6942,       0.72578
      50.0,       2.28189,       0.76274,       0.79743
      51.0,       2.28189,       0.92118,       0.96309
      52.0,       2.28189,       1.12264,       1.17371
      53.0,       2.28189,       1.33181,       1.39239
      54.0,       2.28189,       1.51267,       1.58149
      55.0,       8.04567,       1.64361,       1.71838
      56.0,       8.04567,       2.74687,       2.87183
      57.0,       8.04567,       4.52044,       4.72609
      58.0,       8.04567,       6.21119,       6.49375
      59.0,       8.04567,       7.1977,       7.52514
      60.0,       8.05039,       7.52641,       7.8688
      61.0,       8.05039,       7.56918,       7.91351
      62.0,       8.0504,       7.56609,       7.91028
      63.0,       8.05039,       7.57147,       7.91591
      64.0,       8.05039,       7.57859,       7.92335
      65.0,       2.28189,       7.58405,       7.92906
      66.0,       2.28189,       6.22706,       6.51034
      67.0,       2.28189,       4.48848,       4.69267
      68.0,       2.28189,       3.21576,       3.36206
      69.0,       2.28189,       2.46501,       2.57715
      70.0,       1.41732,       2.07981,       2.17443
      71.0,       1.41732,       1.7793,       1.86025
      72.0,       1.41733,       1.54015,       1.61022
      73.0,       1.41732,       1.35561,       1.41728
      74.0,       1.41732,       1.21898,       1.27444
      75.0,       1.05354,       1.12426,       1.1754
      76.0,       1.05354,       1.0187,       1.06505
      77.0,       1.05355,       0.92255,       0.96452
      78.0,       1.05354,       0.84343,       0.8818
      79.0,       1.05354,       0.78256,       0.81816
      80.0,       0.85039,       0.73807,       0.77165
      81.0,       0.85041,       0.68492,       0.71608
      82.0,       0.85039,       0.63457,       0.66344
      83.0,       0.85041,       0.59122,       0.61812
      84.0,       0.85039,       0.55656,       0.58187
      85.0,       0.71811,       0.53031,       0.55444
      86.0,       0.71811,       0.49835,       0.52103
      87.0,       0.71813,       0.4678,       0.48908
      88.0,       0.71811,       0.44074,       0.46079
      89.0,       0.71811,       0.41831,       0.43734
      90.0,       0.62835,       0.40073,       0.41896
      91.0,       0.62835,       0.37959,       0.39686
      92.0,       0.62833,       0.35959,       0.37595
