Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.01746,       0.00803
       2.0,       0.39685,       0.03799,       0.01747
       3.0,       0.39685,       0.05081,       0.02336
       4.0,       0.39685,       0.05542,       0.02548
       5.0,       0.4252,       0.05622,       0.02584
       6.0,       0.4252,       0.05813,       0.02672
       7.0,       0.4252,       0.05937,       0.02729
       8.0,       0.4252,       0.05999,       0.02758
       9.0,       0.4252,       0.06017,       0.02766
      10.0,       0.45827,       0.0602,       0.02768
      11.0,       0.45827,       0.06246,       0.02872
      12.0,       0.45827,       0.06395,       0.0294
      13.0,       0.45827,       0.06465,       0.02972
      14.0,       0.45827,       0.06486,       0.02982
      15.0,       0.50551,       0.06488,       0.02983
      16.0,       0.50551,       0.06817,       0.03134
      17.0,       0.50551,       0.0703,       0.03232
      18.0,       0.50551,       0.07128,       0.03276
      19.0,       0.50551,       0.07155,       0.03289
      20.0,       0.55748,       0.07157,       0.0329
      21.0,       0.55748,       0.07526,       0.03459
      22.0,       0.55748,       0.0776,       0.03567
      23.0,       0.55748,       0.07865,       0.03616
      24.0,       0.55748,       0.07893,       0.03628
      25.0,       0.62835,       0.07896,       0.0363
      26.0,       0.62835,       0.08408,       0.03866
      27.0,       0.62835,       0.08732,       0.04014
      28.0,       0.62835,       0.08873,       0.04079
      29.0,       0.62835,       0.0891,       0.04096
      30.0,       0.71811,       0.08916,       0.04099
      31.0,       0.71811,       0.09591,       0.04409
      32.0,       0.71811,       0.10021,       0.04607
      33.0,       0.71811,       0.10216,       0.04696
      34.0,       0.71811,       0.10282,       0.04727
      35.0,       0.85039,       0.10313,       0.04741
      36.0,       0.85039,       0.1141,       0.05245
      37.0,       0.85039,       0.12225,       0.0562
      38.0,       0.85039,       0.12812,       0.0589
      39.0,       0.85039,       0.13397,       0.06159
      40.0,       1.05354,       0.14169,       0.06514
      41.0,       1.05354,       0.1728,       0.07944
      42.0,       1.05354,       0.20804,       0.09564
      43.0,       1.05354,       0.24702,       0.11356
      44.0,       1.05354,       0.29074,       0.13366
      45.0,       1.41732,       0.33756,       0.15518
      46.0,       1.41732,       0.43454,       0.19976
      47.0,       1.41732,       0.53453,       0.24573
      48.0,       1.41732,       0.62312,       0.28646
      49.0,       1.41732,       0.69706,       0.32045
      50.0,       2.28189,       0.75613,       0.34761
      51.0,       2.28189,       0.96053,       0.44157
      52.0,       2.28189,       1.19193,       0.54795
      53.0,       2.28189,       1.39646,       0.64198
      54.0,       2.28189,       1.55507,       0.71489
      55.0,       8.04567,       1.66002,       0.76314
      56.0,       8.04567,       3.20276,       1.47236
      57.0,       8.04567,       5.24387,       2.41069
      58.0,       8.04567,       6.76453,       3.10976
      59.0,       8.04567,       7.4252,       3.41348
      60.0,       8.05039,       7.54348,       3.46785
      61.0,       8.05039,       7.52829,       3.46087
      62.0,       8.0504,       7.52901,       3.4612
      63.0,       8.05039,       7.53891,       3.46576
      64.0,       8.05039,       7.5454,       3.46874
      65.0,       2.28189,       7.55076,       3.47121
      66.0,       2.28189,       5.72612,       2.63239
      67.0,       2.28189,       3.79963,       1.74675
      68.0,       2.28189,       2.69763,       1.24014
      69.0,       2.28189,       2.15284,       0.9897
      70.0,       1.41732,       1.90894,       0.87757
      71.0,       1.41732,       1.63342,       0.75091
      72.0,       1.41733,       1.40287,       0.64492
      73.0,       1.41732,       1.23911,       0.56964
      74.0,       1.41732,       1.12528,       0.51731
      75.0,       1.05354,       1.05012,       0.48276
      76.0,       1.05354,       0.939,       0.43167
      77.0,       1.05355,       0.84252,       0.38732
      78.0,       1.05354,       0.77238,       0.35507
      79.0,       1.05354,       0.72247,       0.33213
      80.0,       0.85039,       0.68678,       0.31572
      81.0,       0.85041,       0.62898,       0.28915
      82.0,       0.85039,       0.57705,       0.26528
      83.0,       0.85041,       0.53778,       0.24723
      84.0,       0.85039,       0.50923,       0.2341
      85.0,       0.71811,       0.48831,       0.22448
      86.0,       0.71811,       0.45352,       0.20849
      87.0,       0.71813,       0.4217,       0.19386
      88.0,       0.71811,       0.39668,       0.18236
      89.0,       0.71811,       0.37781,       0.17368
      90.0,       0.62835,       0.36366,       0.16718
      91.0,       0.62835,       0.34099,       0.15676
      92.0,       0.62833,       0.32041,       0.1473
      93.0,       0.62835,       0.30383,       0.13968
      94.0,       0.62835,       0.29091,       0.13374
      95.0,       0.55747,       0.28093,       0.12915
      96.0,       0.55749,       0.26452,       0.1216
      97.0,       0.55747,       0.24973,       0.1148
      98.0,       0.55749,       0.2377,       0.10927
      99.0,       0.55747,       0.22807,       0.10485
     100.0,       0.50078,       0.22031,       0.10128
     101.0,       0.5008,       0.20768,       0.09547
     102.0,       0.50078,       0.19641,       0.0903
     103.0,       0.5008,       0.18725,       0.08608
     104.0,       0.50078,       0.17984,       0.08268
     105.0,       0.46298,       0.17373,       0.07986
