Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1536,     0.0002385
       2.0,       10.0800,        0.3862,     0.0005996
       3.0,       10.0800,        0.6540,     0.0010153
       4.0,       10.0800,        0.9205,     0.0014290
       5.0,       10.8000,        1.1413,     0.0017719
       6.0,       10.8000,        1.3117,     0.0020364
       7.0,       10.8000,        1.4100,     0.0021890
       8.0,       10.8000,        1.4592,     0.0022654
       9.0,       10.8000,        1.4827,     0.0023019
      10.0,       11.6400,        1.4946,     0.0023203
      11.0,       11.6400,        1.5292,     0.0023741
      12.0,       11.6400,        1.5579,     0.0024186
      13.0,       11.6400,        1.5811,     0.0024547
      14.0,       11.6400,        1.5987,     0.0024820
      15.0,       12.8400,        1.6106,     0.0025005
      16.0,       12.8400,        1.6588,     0.0025754
      17.0,       12.8400,        1.6995,     0.0026385
      18.0,       12.8400,        1.7326,     0.0026899
      19.0,       12.8400,        1.7576,     0.0027287
      20.0,       14.1600,        1.7741,     0.0027544
      21.0,       14.1600,        1.8300,     0.0028411
      22.0,       14.1600,        1.8762,     0.0029128
      23.0,       14.1600,        1.9130,     0.0029700
      24.0,       14.1600,        1.9403,     0.0030123
      25.0,       15.9600,        1.9580,     0.0030398
      26.0,       15.9600,        2.0326,     0.0031557
      27.0,       15.9600,        2.0951,     0.0032527
      28.0,       15.9600,        2.1453,     0.0033306
      29.0,       15.9600,        2.1821,     0.0033877
      30.0,       18.2400,        2.2054,     0.0034239
      31.0,       18.2400,        2.3022,     0.0035743
      32.0,       18.2400,        2.3829,     0.0036995
      33.0,       18.2400,        2.4469,     0.0037989
      34.0,       18.2400,        2.4929,     0.0038703
      35.0,       21.6000,        2.5211,     0.0039141
      36.0,       21.6000,        2.6641,     0.0041361
      37.0,       21.6000,        2.7842,     0.0043225
      38.0,       21.6000,        2.8792,     0.0044701
      39.0,       21.6000,        2.9460,     0.0045738
      40.0,       26.7600,        2.9854,     0.0046349
      41.0,       26.7600,        3.2108,     0.0049848
      42.0,       26.7600,        3.4012,     0.0052804
      43.0,       26.7600,        3.5507,     0.0055125
      44.0,       26.7600,        3.6532,     0.0056717
      45.0,       36.0000,        3.7115,     0.0057622
      46.0,       36.0000,        4.1356,     0.0064207
      47.0,       36.0000,        4.5161,     0.0070114
      48.0,       36.0000,        4.8452,     0.0075223
      49.0,       36.0000,        5.1188,     0.0079470
      50.0,       57.9600,        5.3542,     0.0083125
      51.0,       57.9600,        6.7205,     0.0104338
      52.0,       57.9600,        8.2568,     0.0128189
      53.0,       57.9601,        9.9240,     0.0154073
      54.0,       57.9600,       11.6850,     0.0181412
      55.0,      204.3600,       13.5818,     0.0210860
      56.0,      204.3600,       27.8587,     0.0432512
      57.0,      204.3601,       49.0390,     0.0761341
      58.0,      204.3600,       75.4796,     0.1171837
      59.0,      204.3600,      104.3171,     0.1619545
      60.0,      204.4800,      131.9045,     0.2047845
