Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.3885,     0.0002384
       2.0,       10.0800,        0.9670,     0.0005933
       3.0,       10.0800,        1.5858,     0.0009729
       4.0,       10.0800,        2.1058,     0.0012920
       5.0,       10.8000,        2.4356,     0.0014943
       6.0,       10.8000,        2.6443,     0.0016224
       7.0,       10.8000,        2.7433,     0.0016831
       8.0,       10.8000,        2.7922,     0.0017131
       9.0,       10.8000,        2.8190,     0.0017295
      10.0,       11.6400,        2.8330,     0.0017382
      11.0,       11.6400,        2.9047,     0.0017821
      12.0,       11.6400,        2.9633,     0.0018181
      13.0,       11.6400,        3.0080,     0.0018455
      14.0,       11.6400,        3.0375,     0.0018636
      15.0,       12.8400,        3.0534,     0.0018734
      16.0,       12.8400,        3.1554,     0.0019360
      17.0,       12.8400,        3.2396,     0.0019876
      18.0,       12.8400,        3.3035,     0.0020268
      19.0,       12.8400,        3.3450,     0.0020523
      20.0,       14.1600,        3.3668,     0.0020656
      21.0,       14.1600,        3.4827,     0.0021367
      22.0,       14.1600,        3.5769,     0.0021945
      23.0,       14.1600,        3.6473,     0.0022377
      24.0,       14.1600,        3.6922,     0.0022653
      25.0,       15.9600,        3.7150,     0.0022793
      26.0,       15.9600,        3.8737,     0.0023766
      27.0,       15.9600,        4.0040,     0.0024566
      28.0,       15.9600,        4.1009,     0.0025160
      29.0,       15.9600,        4.1616,     0.0025533
      30.0,       18.2400,        4.1918,     0.0025718
      31.0,       18.2400,        4.4002,     0.0026996
      32.0,       18.2400,        4.5732,     0.0028058
      33.0,       18.2400,        4.7027,     0.0028852
      34.0,       18.2400,        4.7848,     0.0029356
      35.0,       21.6000,        4.8285,     0.0029624
      36.0,       21.6000,        5.1608,     0.0031663
      37.0,       21.6000,        5.4660,     0.0033535
      38.0,       21.6000,        5.7397,     0.0035215
      39.0,       21.6000,        5.9932,     0.0036770
      40.0,       26.7600,        6.2584,     0.0038397
      41.0,       26.7600,        7.1540,     0.0043892
      42.0,       26.7600,        8.2394,     0.0050551
      43.0,       26.7600,        9.4501,     0.0057979
      44.0,       26.7600,       10.6613,     0.0065411
      45.0,       36.0000,       11.7542,     0.0072115
      46.0,       36.0001,       13.9951,     0.0085864
      47.0,       36.0000,       16.3963,     0.0100597
      48.0,       36.0000,       18.6345,     0.0114328
      49.0,       36.0000,       20.4736,     0.0125612
      50.0,       57.9600,       21.8373,     0.0133979
      51.0,       57.9600,       26.7479,     0.0164107
      52.0,       57.9600,       32.6778,     0.0200488
      53.0,       57.9601,       38.2075,     0.0234415
      54.0,       57.9600,       42.2597,     0.0259276
      55.0,      204.3600,       44.6048,     0.0273664
      56.0,      204.3600,       82.5295,     0.0506344
      57.0,      204.3601,      134.8171,     0.0827144
      58.0,      204.3600,      174.0540,     0.1067875
      59.0,      204.3600,      190.0317,     0.1165903
      60.0,      204.4800,      193.0471,     0.1184404
      61.0,      204.4800,      193.1226,     0.1184867
      62.0,      204.4802,      193.2181,     0.1185453
      63.0,      204.4800,      193.3849,     0.1186476
      64.0,      204.4800,      193.5235,     0.1187327
      65.0,       57.9601,      193.6465,     0.1188081
      66.0,       57.9599,      148.6577,     0.0912061
      67.0,       57.9601,      100.5053,     0.0616631
      68.0,       57.9599,       70.3513,     0.0431627
      69.0,       57.9601,       55.5666,     0.0340918
      70.0,       35.9999,       49.6787,     0.0304794
      71.0,       35.9999,       43.2942,     0.0265624
      72.0,       36.0002,       37.4582,     0.0229818
      73.0,       35.9999,       32.8244,     0.0201388
      74.0,       35.9999,       29.6669,     0.0182016
      75.0,       26.7600,       27.8161,     0.0170661
      76.0,       26.7600,       25.2439,     0.0154879
      77.0,       26.7602,       22.8824,     0.0140391
      78.0,       26.7600,       20.9697,     0.0128656
      79.0,       26.7600,       19.5753,     0.0120101
      80.0,       21.5998,       18.6483,     0.0114413
      81.0,       21.6003,       17.2749,     0.0105987
      82.0,       21.5998,       16.0058,     0.0098201
      83.0,       21.6003,       14.9629,     0.0091802
      84.0,       21.5998,       14.1807,     0.0087003
      85.0,       18.2399,       13.6302,     0.0083625
      86.0,       18.2399,       12.7836,     0.0078431
      87.0,       18.2404,       11.9920,     0.0073575
      88.0,       18.2399,       11.3291,     0.0069507
      89.0,       18.2399,       10.8214,     0.0066393
      90.0,       15.9600,       10.4536,     0.0064136
      91.0,       15.9600,        9.8965,     0.0060718
      92.0,       15.9596,        9.3754,     0.0057521
      93.0,       15.9600,        8.9324,     0.0054803
      94.0,       15.9600,        8.5870,     0.0052684
      95.0,       14.1598,        8.3322,     0.0051121
      96.0,       14.1603,        7.9302,     0.0048654
      97.0,       14.1598,        7.5511,     0.0046328
      98.0,       14.1603,        7.2216,     0.0044307
      99.0,       14.1598,        6.9576,     0.0042687
     100.0,       12.7199,        6.7574,     0.0041459
     101.0,       12.7204,        6.4467,     0.0039553
     102.0,       12.7199,        6.1569,     0.0037775
     103.0,       12.7204,        5.9034,     0.0036219
     104.0,       12.7199,        5.6966,     0.0034951
     105.0,       11.7597,        5.5363,     0.0033967
     106.0,       11.7601,        5.3121,     0.0032592
     107.0,       11.7597,        5.1059,     0.0031326
     108.0,       11.7601,        4.9253,     0.0030218
     109.0,       11.7597,        4.7764,     0.0029305
     110.0,       10.7999,        4.6593,     0.0028586
     111.0,       10.7999,        4.4710,     0.0027431
     112.0,       10.8004,        4.2921,     0.0026333
     113.0,       10.7999,        4.1309,     0.0025344
     114.0,       10.7999,        3.9937,     0.0024503
