Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1389,     0.0002385
       2.0,       10.0800,        0.3499,     0.0006010
       3.0,       10.0800,        0.6001,     0.0010307
       4.0,       10.0800,        0.8743,     0.0015017
       5.0,       10.8000,        1.1513,     0.0019775
       6.0,       10.8000,        1.4229,     0.0024439
       7.0,       10.8000,        1.6366,     0.0028110
       8.0,       10.8000,        1.7800,     0.0030573
       9.0,       10.8000,        1.8630,     0.0031998
      10.0,       11.6400,        1.9058,     0.0032733
      11.0,       11.6400,        1.9553,     0.0033584
      12.0,       11.6400,        1.9925,     0.0034222
      13.0,       11.6400,        2.0222,     0.0034733
      14.0,       11.6400,        2.0463,     0.0035147
      15.0,       12.8400,        2.0652,     0.0035471
      16.0,       12.8400,        2.1206,     0.0036423
      17.0,       12.8400,        2.1688,     0.0037250
      18.0,       12.8400,        2.2098,     0.0037954
      19.0,       12.8400,        2.2436,     0.0038536
      20.0,       14.1600,        2.2702,     0.0038992
      21.0,       14.1600,        2.3362,     0.0040127
      22.0,       14.1600,        2.3926,     0.0041095
      23.0,       14.1600,        2.4395,     0.0041901
      24.0,       14.1600,        2.4775,     0.0042553
      25.0,       15.9600,        2.5067,     0.0043055
      26.0,       15.9600,        2.5930,     0.0044536
      27.0,       15.9600,        2.6676,     0.0045818
      28.0,       15.9600,        2.7306,     0.0046900
      29.0,       15.9600,        2.7821,     0.0047785
      30.0,       18.2400,        2.8218,     0.0048467
      31.0,       18.2400,        2.9359,     0.0050426
      32.0,       18.2400,        3.0352,     0.0052132
      33.0,       18.2400,        3.1198,     0.0053584
      34.0,       18.2400,        3.1895,     0.0054782
      35.0,       21.6000,        3.2440,     0.0055718
      36.0,       21.6000,        3.4195,     0.0058732
      37.0,       21.6000,        3.5868,     0.0061607
      38.0,       21.6000,        3.7519,     0.0064442
      39.0,       21.6000,        3.9232,     0.0067384
      40.0,       26.7600,        4.1092,     0.0070579
      41.0,       26.7600,        4.5739,     0.0078561
      42.0,       26.7600,        5.1600,     0.0088626
      43.0,       26.7600,        5.8944,     0.0101241
      44.0,       26.7600,        6.7827,     0.0116498
      45.0,       36.0000,        7.7990,     0.0133953
      46.0,       36.0001,        9.5283,     0.0163655
      47.0,       36.0000,       11.6173,     0.0199536
      48.0,       36.0000,       13.8921,     0.0238607
      49.0,       36.0000,       16.1025,     0.0276573
      50.0,       57.9600,       18.0347,     0.0309758
      51.0,       57.9600,       21.6891,     0.0372526
      52.0,       57.9600,       26.3396,     0.0452402
      53.0,       57.9601,       31.4188,     0.0539642
      54.0,       57.9600,       36.1688,     0.0621226
      55.0,      204.3600,       39.9603,     0.0686347
      56.0,      204.3600,       63.2414,     0.1086218
      57.0,      204.3601,      103.1228,     0.1771209
      58.0,      204.3600,      146.1689,     0.2510558
      59.0,      204.3600,      175.9809,     0.3022600
      60.0,      204.4800,      188.7630,     0.3242144
      61.0,      204.4800,      191.6879,     0.3292381
      62.0,      204.4802,      191.8561,     0.3295269
      63.0,      204.4800,      191.9269,     0.3296485
      64.0,      204.4800,      192.1028,     0.3299507
      65.0,       57.9601,      192.2566,     0.3302148
      66.0,       57.9599,      163.4341,     0.2807100
      67.0,       57.9601,      122.8282,     0.2109664
      68.0,       57.9599,       89.8247,     0.1542805
      69.0,       57.9601,       68.3665,     0.1174245
      70.0,       35.9999,       56.1380,     0.0964212
      71.0,       35.9999,       47.2756,     0.0811992
      72.0,       36.0002,       40.6874,     0.0698836
