Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.00915,       0.0084
       2.0,       0.39685,       0.02259,       0.02074
       3.0,       0.39685,       0.03629,       0.03333
       4.0,       0.39685,       0.04688,       0.04305
       5.0,       0.4252,       0.05287,       0.04855
       6.0,       0.4252,       0.05653,       0.05191
       7.0,       0.4252,       0.05824,       0.05348
       8.0,       0.4252,       0.05912,       0.05429
       9.0,       0.4252,       0.05962,       0.05475
      10.0,       0.45827,       0.05987,       0.05498
      11.0,       0.45827,       0.06145,       0.05643
      12.0,       0.45827,       0.06273,       0.05761
      13.0,       0.45827,       0.06367,       0.05847
      14.0,       0.45827,       0.06425,       0.059
      15.0,       0.50551,       0.06453,       0.05926
      16.0,       0.50551,       0.0668,       0.06134
      17.0,       0.50551,       0.06863,       0.06303
      18.0,       0.50551,       0.06997,       0.06426
      19.0,       0.50551,       0.07078,       0.065
      20.0,       0.55748,       0.07116,       0.06535
      21.0,       0.55748,       0.07372,       0.06771
      22.0,       0.55748,       0.07578,       0.06959
      23.0,       0.55748,       0.07724,       0.07094
      24.0,       0.55748,       0.07811,       0.07173
      25.0,       0.62835,       0.0785,       0.07209
      26.0,       0.62835,       0.08202,       0.07532
      27.0,       0.62835,       0.08485,       0.07792
      28.0,       0.62835,       0.08684,       0.07975
      29.0,       0.62835,       0.08799,       0.0808
      30.0,       0.71811,       0.08848,       0.08125
      31.0,       0.71811,       0.09304,       0.08544
      32.0,       0.71811,       0.09667,       0.08878
      33.0,       0.71811,       0.09919,       0.09109
      34.0,       0.71811,       0.10058,       0.09237
      35.0,       0.85039,       0.10115,       0.09288
      36.0,       0.85039,       0.10801,       0.09919
      37.0,       0.85039,       0.11346,       0.1042
      38.0,       0.85039,       0.11715,       0.10758
      39.0,       0.85039,       0.1191,       0.10937
      40.0,       1.05354,       0.11985,       0.11006
      41.0,       1.05354,       0.13077,       0.12009
      42.0,       1.05354,       0.13941,       0.12802
      43.0,       1.05354,       0.14511,       0.13326
      44.0,       1.05354,       0.148,       0.13591
      45.0,       1.41732,       0.14907,       0.1369
      46.0,       1.41733,       0.16995,       0.15607
      47.0,       1.41732,       0.18729,       0.17199
      48.0,       1.41732,       0.20007,       0.18373
      49.0,       1.41732,       0.20922,       0.19214
      50.0,       2.28189,       0.21722,       0.19947
      51.0,       2.28189,       0.28464,       0.2614
      52.0,       2.28189,       0.3544,       0.32545
      53.0,       2.28189,       0.42243,       0.38792
      54.0,       2.28189,       0.49104,       0.45093
      55.0,       8.04567,       0.56661,       0.52033
      56.0,       8.04567,       1.26456,       1.16128
      57.0,       8.04567,       2.19098,       2.01204
      58.0,       8.04567,       3.25459,       2.98879
      59.0,       8.04567,       4.38245,       4.02453
      60.0,       8.05039,       5.43676,       4.99274
      61.0,       8.05039,       6.2539,       5.74314
      62.0,       8.0504,       6.76187,       6.20962
      63.0,       8.05039,       7.00844,       6.43606
      64.0,       8.05039,       7.09993,       6.52008
      65.0,       2.28189,       7.12962,       6.54734
      66.0,       2.28189,       6.11844,       5.61874
      67.0,       2.28189,       4.99956,       4.59124
      68.0,       2.28189,       4.08485,       3.75123
      69.0,       2.28189,       3.38341,       3.10708
      70.0,       1.41732,       2.85074,       2.61792
      71.0,       1.41732,       2.33918,       2.14814
      72.0,       1.41733,       1.93198,       1.77419
      73.0,       1.41732,       1.62558,       1.49282
      74.0,       1.41732,       1.39813,       1.28394
      75.0,       1.05354,       1.22875,       1.1284
      76.0,       1.05354,       1.0653,       0.97829
      77.0,       1.05355,       0.93543,       0.85904
      78.0,       1.05354,       0.83577,       0.76751
      79.0,       1.05354,       0.75896,       0.69698
      80.0,       0.85039,       0.69804,       0.64103
      81.0,       0.85041,       0.63037,       0.57889
      82.0,       0.85039,       0.57209,       0.52537
      83.0,       0.85041,       0.52386,       0.48108
      84.0,       0.85039,       0.48439,       0.44482
      85.0,       0.71811,       0.45174,       0.41485
      86.0,       0.71811,       0.41356,       0.37978
      87.0,       0.71813,       0.37961,       0.34861
      88.0,       0.71811,       0.35073,       0.32209
      89.0,       0.71811,       0.32648,       0.29982
      90.0,       0.62835,       0.30589,       0.28091
      91.0,       0.62835,       0.28148,       0.25849
      92.0,       0.62833,       0.25942,       0.23823
      93.0,       0.62835,       0.24028,       0.22066
      94.0,       0.62835,       0.22401,       0.20572
      95.0,       0.55747,       0.21011,       0.19295
      96.0,       0.55749,       0.19333,       0.17754
      97.0,       0.55747,       0.17818,       0.16363
      98.0,       0.55749,       0.16496,       0.15149
      99.0,       0.55747,       0.15366,       0.14111
     100.0,       0.50078,       0.14398,       0.13222
     101.0,       0.5008,       0.13221,       0.12141
     102.0,       0.50078,       0.12166,       0.11173
     103.0,       0.5008,       0.11254,       0.10334
     104.0,       0.50078,       0.10484,       0.09628
     105.0,       0.46298,       0.09841,       0.09037
     106.0,       0.463,       0.09102,       0.08358
     107.0,       0.46298,       0.08462,       0.07771
     108.0,       0.463,       0.07929,       0.07281
     109.0,       0.46298,       0.07501,       0.06888
     110.0,       0.42519,       0.07169,       0.06583
     111.0,       0.42519,       0.06745,       0.06194
     112.0,       0.42521,       0.06428,       0.05903
     113.0,       0.42519,       0.06216,       0.05708
     114.0,       0.42519,       0.06091,       0.05594
