Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1051,     0.0002385
       2.0,       10.0800,        0.2649,     0.0006011
       3.0,       10.0800,        0.4547,     0.0010320
       4.0,       10.0800,        0.6663,     0.0015122
       5.0,       10.8000,        0.8914,     0.0020230
       6.0,       10.8000,        1.1338,     0.0025732
       7.0,       10.8000,        1.3557,     0.0030769
       8.0,       10.8000,        1.5354,     0.0034845
       9.0,       10.8000,        1.6621,     0.0037722
      10.0,       11.6400,        1.7403,     0.0039495
      11.0,       11.6400,        1.8061,     0.0040990
      12.0,       11.6400,        1.8498,     0.0041981
      13.0,       11.6400,        1.8810,     0.0042689
      14.0,       11.6400,        1.9050,     0.0043235
      15.0,       12.8400,        1.9242,     0.0043669
      16.0,       12.8400,        1.9726,     0.0044768
      17.0,       12.8400,        2.0156,     0.0045745
      18.0,       12.8400,        2.0532,     0.0046597
      19.0,       12.8400,        2.0852,     0.0047323
      20.0,       14.1600,        2.1117,     0.0047924
      21.0,       14.1600,        2.1702,     0.0049253
      22.0,       14.1600,        2.2215,     0.0050418
      23.0,       14.1600,        2.2654,     0.0051415
      24.0,       14.1600,        2.3021,     0.0052247
      25.0,       15.9600,        2.3319,     0.0052922
      26.0,       15.9600,        2.4075,     0.0054639
      27.0,       15.9600,        2.4744,     0.0056157
      28.0,       15.9600,        2.5323,     0.0057472
      29.0,       15.9600,        2.5813,     0.0058582
      30.0,       18.2400,        2.6213,     0.0059491
      31.0,       18.2400,        2.7216,     0.0061766
      32.0,       18.2400,        2.8109,     0.0063793
      33.0,       18.2400,        2.8887,     0.0065559
      34.0,       18.2400,        2.9549,     0.0067062
      35.0,       21.6000,        3.0097,     0.0068306
      36.0,       21.6000,        3.1624,     0.0071772
      37.0,       21.6000,        3.3100,     0.0075120
      38.0,       21.6000,        3.4568,     0.0078452
      39.0,       21.6000,        3.6107,     0.0081945
      40.0,       26.7600,        3.7799,     0.0085786
      41.0,       26.7600,        4.1767,     0.0094790
      42.0,       26.7600,        4.6780,     0.0106167
      43.0,       26.7600,        5.3114,     0.0120542
      44.0,       26.7600,        6.0955,     0.0138338
      45.0,       36.0000,        7.0287,     0.0159516
      46.0,       36.0001,        8.5968,     0.0195105
      47.0,       36.0000,       10.5415,     0.0239240
      48.0,       36.0000,       12.7356,     0.0289036
      49.0,       36.0000,       14.9642,     0.0339614
      50.0,       57.9600,       17.0070,     0.0385975
      51.0,       57.9600,       20.4602,     0.0464345
      52.0,       57.9600,       24.8014,     0.0562870
      53.0,       57.9601,       29.6558,     0.0673042
      54.0,       57.9600,       34.4216,     0.0781202
      55.0,      204.3600,       38.4801,     0.0873310
      56.0,      204.3600,       58.8138,     0.1334784
      57.0,      204.3601,       94.6628,     0.2148380
      58.0,      204.3600,      136.5371,     0.3098720
      59.0,      204.3600,      169.1435,     0.3838724
      60.0,      204.4800,      185.6988,     0.4214447
      61.0,      204.4800,      190.8400,     0.4331129
      62.0,      204.4802,      191.6441,     0.4349377
      63.0,      204.4800,      191.7408,     0.4351572
      64.0,      204.4800,      191.8895,     0.4354947
      65.0,       57.9601,      192.0482,     0.4358548
      66.0,       57.9599,      167.0319,     0.3790801
      67.0,       57.9601,      129.5298,     0.2939687
      68.0,       57.9599,       96.6642,     0.2193802
      69.0,       57.9601,       73.6691,     0.1671925
      70.0,       35.9999,       59.5776,     0.1352118
      71.0,       35.9999,       49.5364,     0.1124233
      72.0,       36.0002,       42.3055,     0.0960127
      73.0,       35.9999,       37.0153,     0.0840064
      74.0,       35.9999,       33.0760,     0.0750663
      75.0,       26.7600,       30.1525,     0.0684314
      76.0,       26.7600,       27.2795,     0.0619110
      77.0,       26.7602,       24.7031,     0.0560639
      78.0,       26.7600,       22.5257,     0.0511223
      79.0,       26.7600,       20.7716,     0.0471413
      80.0,       21.5998,       19.4100,     0.0440511
      81.0,       21.6003,       18.0116,     0.0408775
      82.0,       21.5998,       16.7109,     0.0379256
      83.0,       21.6003,       15.5533,     0.0352984
      84.0,       21.5998,       14.5713,     0.0330698
      85.0,       18.2399,       13.7757,     0.0312640
      86.0,       18.2399,       12.9412,     0.0293702
      87.0,       18.2404,       12.1609,     0.0275993
      88.0,       18.2399,       11.4527,     0.0259920
      89.0,       18.2399,       10.8322,     0.0245838
      90.0,       15.9600,       10.3099,     0.0233984
      91.0,       15.9600,        9.7573,     0.0221443
      92.0,       15.9596,        9.2428,     0.0209765
      93.0,       15.9600,        8.7753,     0.0199157
