Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.0741,     0.0002385
       2.0,       10.0800,        0.1867,     0.0006012
       3.0,       10.0800,        0.3206,     0.0010322
       4.0,       10.0800,        0.4702,     0.0015140
       5.0,       10.8000,        0.6314,     0.0020330
       6.0,       10.8000,        0.8104,     0.0026094
       7.0,       10.8000,        0.9844,     0.0031694
       8.0,       10.8000,        1.1380,     0.0036639
       9.0,       10.8000,        1.2585,     0.0040520
      10.0,       11.6400,        1.3418,     0.0043201
      11.0,       11.6400,        1.4093,     0.0045377
      12.0,       11.6400,        1.4534,     0.0046796
      13.0,       11.6400,        1.4829,     0.0047745
      14.0,       11.6400,        1.5040,     0.0048425
      15.0,       12.8400,        1.5202,     0.0048947
      16.0,       12.8400,        1.5573,     0.0050141
      17.0,       12.8400,        1.5905,     0.0051210
      18.0,       12.8400,        1.6199,     0.0052155
      19.0,       12.8400,        1.6453,     0.0052974
      20.0,       14.1600,        1.6668,     0.0053667
      21.0,       14.1600,        1.7118,     0.0055115
      22.0,       14.1600,        1.7518,     0.0056402
      23.0,       14.1600,        1.7865,     0.0057522
      24.0,       14.1600,        1.8161,     0.0058475
      25.0,       15.9600,        1.8407,     0.0059265
      26.0,       15.9600,        1.8987,     0.0061134
      27.0,       15.9600,        1.9507,     0.0062808
      28.0,       15.9600,        1.9964,     0.0064280
      29.0,       15.9600,        2.0358,     0.0065548
      30.0,       18.2400,        2.0689,     0.0066613
      31.0,       18.2400,        2.1465,     0.0069112
      32.0,       18.2400,        2.2174,     0.0071394
      33.0,       18.2400,        2.2807,     0.0073434
      34.0,       18.2400,        2.3364,     0.0075225
      35.0,       21.6000,        2.3844,     0.0076770
      36.0,       21.6000,        2.5075,     0.0080735
      37.0,       21.6000,        2.6350,     0.0084839
      38.0,       21.6000,        2.7730,     0.0089285
      39.0,       21.6000,        2.9327,     0.0094426
      40.0,       26.7600,        3.1266,     0.0100667
      41.0,       26.7600,        3.5389,     0.0113944
      42.0,       26.7600,        4.1157,     0.0132516
      43.0,       26.7600,        4.8913,     0.0157487
      44.0,       26.7600,        5.8673,     0.0188912
      45.0,       36.0000,        6.9914,     0.0225106
      46.0,       36.0000,        8.6370,     0.0278088
      47.0,       36.0000,       10.6125,     0.0341694
      48.0,       36.0000,       12.7767,     0.0411375
      49.0,       36.0000,       14.9460,     0.0481223
      50.0,       57.9600,       16.9272,     0.0545013
      51.0,       57.9600,       20.1840,     0.0649872
      52.0,       57.9600,       24.5299,     0.0789799
      53.0,       57.9601,       29.5305,     0.0950806
      54.0,       57.9600,       34.4407,     0.1108902
      55.0,      204.3600,       38.4809,     0.1238986
      56.0,      204.3600,       58.0741,     0.1869835
      57.0,      204.3601,       95.1721,     0.3064294
      58.0,      204.3600,      137.6971,     0.4433485
      59.0,      204.3600,      169.0643,     0.5443429
      60.0,      204.4800,      184.5206,     0.5941079
      61.0,      204.4800,      189.7912,     0.6110780
      62.0,      204.4802,      191.0651,     0.6151796
      63.0,      204.4800,      191.3305,     0.6160340
      64.0,      204.4800,      191.4712,     0.6164873
      65.0,       57.9601,      191.6218,     0.6169720
      66.0,       57.9599,      167.7510,     0.5401145
      67.0,       57.9601,      129.5197,     0.4170194
      68.0,       57.9599,       95.7773,     0.3083777
      69.0,       57.9601,       72.3196,     0.2328501
      70.0,       35.9999,       58.3254,     0.1877926
      71.0,       35.9999,       48.8657,     0.1573349
      72.0,       36.0002,       41.9144,     0.1349534
      73.0,       35.9999,       36.5592,     0.1177110
      74.0,       35.9999,       32.4112,     0.1043556
      75.0,       26.7600,       29.3514,     0.0945039
      76.0,       26.7600,       26.5643,     0.0855300
      77.0,       26.7602,       24.0910,     0.0775667
      78.0,       26.7600,       21.9668,     0.0707273
      79.0,       26.7600,       20.1996,     0.0650374
      80.0,       21.5998,       18.7955,     0.0605166
      81.0,       21.6003,       17.4146,     0.0560705
      82.0,       21.5998,       16.1380,     0.0519601
      83.0,       21.6003,       15.0048,     0.0483115
