Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.0572,     0.0002387
       2.0,       10.0800,        0.1449,     0.0006047
       3.0,       10.0800,        0.2557,     0.0010670
       4.0,       10.0800,        0.4029,     0.0016810
       5.0,       10.8000,        0.6031,     0.0025162
       6.0,       10.8000,        0.8592,     0.0035845
       7.0,       10.8000,        1.1237,     0.0046883
       8.0,       10.8000,        1.3557,     0.0056562
       9.0,       10.8000,        1.5326,     0.0063942
      10.0,       11.6400,        1.6515,     0.0068903
      11.0,       11.6400,        1.7374,     0.0072486
      12.0,       11.6400,        1.7914,     0.0074741
      13.0,       11.6400,        1.8281,     0.0076268
      14.0,       11.6400,        1.8561,     0.0077440
      15.0,       12.8400,        1.8792,     0.0078402
      16.0,       12.8400,        1.9197,     0.0080093
      17.0,       12.8400,        1.9572,     0.0081656
      18.0,       12.8400,        1.9930,     0.0083151
      19.0,       12.8400,        2.0272,     0.0084578
      20.0,       14.1600,        2.0582,     0.0085870
      21.0,       14.1600,        2.1087,     0.0087977
      22.0,       14.1600,        2.1548,     0.0089901
      23.0,       14.1600,        2.1979,     0.0091699
      24.0,       14.1600,        2.2380,     0.0093370
      25.0,       15.9600,        2.2733,     0.0094844
      26.0,       15.9600,        2.3366,     0.0097485
      27.0,       15.9600,        2.3952,     0.0099932
      28.0,       15.9600,        2.4513,     0.0102270
      29.0,       15.9600,        2.5044,     0.0104487
      30.0,       18.2400,        2.5518,     0.0106465
      31.0,       18.2400,        2.6363,     0.0109989
      32.0,       18.2400,        2.7155,     0.0113293
      33.0,       18.2400,        2.7919,     0.0116481
      34.0,       18.2400,        2.8647,     0.0119520
      35.0,       21.6000,        2.9302,     0.0122250
      36.0,       21.6000,        3.0579,     0.0127579
      37.0,       21.6000,        3.1895,     0.0133071
      38.0,       21.6000,        3.3350,     0.0139138
      39.0,       21.6000,        3.5014,     0.0146081
      40.0,       26.7600,        3.6913,     0.0154004
      41.0,       26.7600,        4.0469,     0.0168840
      42.0,       26.7600,        4.5056,     0.0187979
      43.0,       26.7600,        5.0909,     0.0212398
      44.0,       26.7600,        5.8096,     0.0242383
      45.0,       36.0000,        6.6522,     0.0277534
      46.0,       36.0001,        7.9467,     0.0331545
      47.0,       36.0000,        9.5982,     0.0400447
      48.0,       36.0000,       11.5908,     0.0483578
      49.0,       36.0000,       13.7690,     0.0574456
      50.0,       57.9600,       15.8876,     0.0662845
      51.0,       57.9600,       18.9436,     0.0790342
      52.0,       57.9600,       22.8104,     0.0951671
      53.0,       57.9601,       27.4121,     0.1143656
      54.0,       57.9600,       32.2088,     0.1343778
