Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1582,     0.0002385
       2.0,       10.0800,        0.3967,     0.0005983
       3.0,       10.0800,        0.6668,     0.0010055
       4.0,       10.0800,        0.9240,     0.0013935
       5.0,       10.8000,        1.1222,     0.0016923
       6.0,       10.8000,        1.2652,     0.0019080
       7.0,       10.8000,        1.3417,     0.0020233
       8.0,       10.8000,        1.3784,     0.0020786
       9.0,       10.8000,        1.3963,     0.0021056
      10.0,       11.6400,        1.4056,     0.0021198
      11.0,       11.6400,        1.4389,     0.0021700
      12.0,       11.6400,        1.4665,     0.0022115
      13.0,       11.6400,        1.4884,     0.0022446
      14.0,       11.6400,        1.5045,     0.0022689
      15.0,       12.8400,        1.5148,     0.0022844
      16.0,       12.8400,        1.5616,     0.0023550
      17.0,       12.8400,        1.6009,     0.0024142
      18.0,       12.8400,        1.6322,     0.0024615
      19.0,       12.8400,        1.6550,     0.0024959
      20.0,       14.1600,        1.6693,     0.0025174
      21.0,       14.1600,        1.7232,     0.0025986
      22.0,       14.1600,        1.7675,     0.0026655
      23.0,       14.1600,        1.8024,     0.0027181
      24.0,       14.1600,        1.8273,     0.0027556
      25.0,       15.9600,        1.8425,     0.0027785
      26.0,       15.9600,        1.9152,     0.0028882
      27.0,       15.9600,        1.9761,     0.0029801
      28.0,       15.9600,        2.0243,     0.0030527
      29.0,       15.9600,        2.0584,     0.0031041
      30.0,       18.2400,        2.0789,     0.0031351
      31.0,       18.2400,        2.1750,     0.0032800
      32.0,       18.2400,        2.2568,     0.0034033
      33.0,       18.2400,        2.3224,     0.0035023
      34.0,       18.2400,        2.3698,     0.0035738
      35.0,       21.6000,        2.4000,     0.0036193
      36.0,       21.6000,        2.5549,     0.0038529
      37.0,       21.6000,        2.7049,     0.0040791
      38.0,       21.6000,        2.8533,     0.0043030
      39.0,       21.6000,        3.0072,     0.0045350
      40.0,       26.7600,        3.1793,     0.0047946
      41.0,       26.7600,        3.6580,     0.0055164
      42.0,       26.7600,        4.2936,     0.0064750
      43.0,       26.7600,        5.1009,     0.0076924
      44.0,       26.7600,        6.0667,     0.0091490
      45.0,       36.0000,        7.1529,     0.0107870
      46.0,       36.0001,        9.0205,     0.0136034
      47.0,       36.0000,       11.2842,     0.0170172
      48.0,       36.0000,       13.6635,     0.0206053
      49.0,       36.0000,       15.8599,     0.0239176
      50.0,       57.9600,       17.6999,     0.0266925
      51.0,       57.9600,       21.5674,     0.0325249
      52.0,       57.9600,       26.6391,     0.0401732
      53.0,       57.9601,       31.9423,     0.0481708
      54.0,       57.9600,       36.5910,     0.0551812
      55.0,      204.3600,       40.0760,     0.0604367
      56.0,      204.3600,       66.4301,     0.1001802
      57.0,      204.3601,      111.0612,     0.1674863
      58.0,      204.3600,      154.4537,     0.2329244
      59.0,      204.3600,      180.5522,     0.2722825
      60.0,      204.4800,      189.7532,     0.2861580
      61.0,      204.4800,      191.1382,     0.2882466
      62.0,      204.4802,      191.0762,     0.2881532
      63.0,      204.4800,      191.2056,     0.2883484
      64.0,      204.4800,      191.3999,     0.2886412
      65.0,       57.9601,      191.5536,     0.2888731
      66.0,       57.9599,      158.9254,     0.2396681
      67.0,       57.9601,      114.5902,     0.1728082
      68.0,       57.9599,       82.0761,     0.1237751
      69.0,       57.9601,       62.8174,     0.0947320
      70.0,       35.9999,       52.7051,     0.0794822
      71.0,       35.9999,       44.9257,     0.0677503
      72.0,       36.0002,       38.6500,     0.0582863
      73.0,       35.9999,       33.9007,     0.0511241
      74.0,       35.9999,       30.4316,     0.0458925
      75.0,       26.7600,       27.9940,     0.0422165
      76.0,       26.7600,       25.3288,     0.0381971
      77.0,       26.7602,       22.8334,     0.0344339
      78.0,       26.7600,       20.7863,     0.0313469
      79.0,       26.7600,       19.2266,     0.0289947
      80.0,       21.5998,       18.0833,     0.0272706
      81.0,       21.6003,       16.7588,     0.0252731
      82.0,       21.5998,       15.4672,     0.0233254
      83.0,       21.6003,       14.3490,     0.0216390
      84.0,       21.5998,       13.4568,     0.0202936
      85.0,       18.2399,       12.7799,     0.0192727
      86.0,       18.2399,       11.9882,     0.0180789
      87.0,       18.2404,       11.2121,     0.0169084
      88.0,       18.2399,       10.5190,     0.0158633
      89.0,       18.2399,        9.9432,     0.0149949
      90.0,       15.9600,        9.4890,     0.0143099
      91.0,       15.9600,        8.9655,     0.0135204
      92.0,       15.9596,        8.4599,     0.0127580
      93.0,       15.9600,        8.0049,     0.0120718
      94.0,       15.9600,        7.6181,     0.0114885
      95.0,       14.1598,        7.3034,     0.0110139
      96.0,       14.1603,        6.9296,     0.0104502
      97.0,       14.1598,        6.5677,     0.0099044
      98.0,       14.1603,        6.2387,     0.0094083
      99.0,       14.1598,        5.9542,     0.0089792
     100.0,       12.7199,        5.7165,     0.0086209
     101.0,       12.7204,        5.4318,     0.0081915
     102.0,       12.7199,        5.1570,     0.0077770
     103.0,       12.7204,        4.9059,     0.0073983
     104.0,       12.7199,        4.6865,     0.0070674
     105.0,       11.7597,        4.5005,     0.0067870
