Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,      0.000000
       1.0,       10.0800,        0.0245,      0.000239
       2.0,       10.0800,        0.0618,      0.000602
       3.0,       10.0800,        0.1064,      0.001036
       4.0,       10.0800,        0.1587,      0.001546
       5.0,       10.8000,        0.2242,      0.002184
       6.0,       10.8000,        0.3171,      0.003089
       7.0,       10.8000,        0.4424,      0.004310
       8.0,       10.8000,        0.6012,      0.005856
       9.0,       10.8000,        0.7863,      0.007660
      10.0,       11.6400,        0.9843,      0.009588
      11.0,       11.6400,        1.1841,      0.011534
      12.0,       11.6400,        1.3622,      0.013269
      13.0,       11.6400,        1.5090,      0.014699
      14.0,       11.6400,        1.6231,      0.015811
      15.0,       12.8400,        1.7081,      0.016639
      16.0,       12.8400,        1.7810,      0.017349
      17.0,       12.8400,        1.8368,      0.017892
      18.0,       12.8400,        1.8813,      0.018326
      19.0,       12.8400,        1.9191,      0.018695
      20.0,       14.1600,        1.9527,      0.019021
      21.0,       14.1600,        1.9958,      0.019442
      22.0,       14.1600,        2.0368,      0.019840
      23.0,       14.1600,        2.0764,      0.020226
      24.0,       14.1600,        2.1150,      0.020602
      25.0,       15.9600,        2.1522,      0.020965
      26.0,       15.9600,        2.2050,      0.021479
      27.0,       15.9600,        2.2558,      0.021974
      28.0,       15.9600,        2.3054,      0.022457
      29.0,       15.9600,        2.3541,      0.022932
      30.0,       18.2400,        2.4014,      0.023392
      31.0,       18.2400,        2.4694,      0.024055
      32.0,       18.2400,        2.5352,      0.024696
      33.0,       18.2400,        2.5997,      0.025324
      34.0,       18.2400,        2.6633,      0.025944
      35.0,       21.6000,        2.7249,      0.026543
      36.0,       21.6000,        2.8184,      0.027454
      37.0,       21.6000,        2.9092,      0.028339
      38.0,       21.6000,        2.9991,      0.029214
      39.0,       21.6000,        3.0887,      0.030087
      40.0,       26.7600,        3.1761,      0.030939
      41.0,       26.7600,        3.3160,      0.032302
      42.0,       26.7600,        3.4535,      0.033641
      43.0,       26.7600,        3.5917,      0.034987
      44.0,       26.7600,        3.7313,      0.036347
      45.0,       36.0000,        3.8688,      0.037686
      46.0,       36.0000,        4.1093,      0.040030
      47.0,       36.0000,        4.3539,      0.042412
      48.0,       36.0000,        4.6129,      0.044934
      49.0,       36.0000,        4.8957,      0.047690
      50.0,       57.9600,        5.2092,      0.050743
      51.0,       57.9600,        5.8703,      0.057183
      52.0,       57.9600,        6.7047,      0.065312
      53.0,       57.9601,        7.8327,      0.076300
      54.0,       57.9600,        9.3825,      0.091396
      55.0,      204.3600,       11.4465,      0.111502
      56.0,      204.3600,       17.4850,      0.170324
      57.0,      204.3601,       27.9576,      0.272339
      58.0,      204.3600,       45.7187,      0.445352
      59.0,      204.3600,       71.7206,      0.698641
      60.0,      204.4800,      102.2027,      0.995571
      61.0,      204.4800,      130.2965,      1.269237
      62.0,      204.4802,      151.8280,      1.478979
      63.0,      204.4800,      166.2005,      1.618983
      64.0,      204.4800,      174.6553,      1.701343
      65.0,       57.9601,      179.0548,      1.744199
      66.0,       57.9599,      173.4611,      1.689710
      67.0,       57.9601,      159.5271,      1.553977
      68.0,       57.9599,      139.3135,      1.357073
      69.0,       57.9601,      117.0457,      1.140159
      70.0,       35.9999,       96.6990,      0.941959
      71.0,       35.9999,       79.5351,      0.774763
      72.0,       36.0002,       65.9202,      0.642139
      73.0,       35.9999,       55.2072,      0.537781
