Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1974,     0.0002380
       2.0,       10.0800,        0.4871,     0.0005872
       3.0,       10.0800,        0.7825,     0.0009433
       4.0,       10.0800,        1.0103,     0.0012180
       5.0,       10.8000,        1.1390,     0.0013731
       6.0,       10.8000,        1.2176,     0.0014678
       7.0,       10.8000,        1.2542,     0.0015120
       8.0,       10.8000,        1.2733,     0.0015350
       9.0,       10.8000,        1.2840,     0.0015479
      10.0,       11.6400,        1.2893,     0.0015543
      11.0,       11.6400,        1.3235,     0.0015954
      12.0,       11.6400,        1.3510,     0.0016287
      13.0,       11.6400,        1.3712,     0.0016530
      14.0,       11.6400,        1.3836,     0.0016680
      15.0,       12.8400,        1.3897,     0.0016753
      16.0,       12.8400,        1.4385,     0.0017342
      17.0,       12.8400,        1.4782,     0.0017820
      18.0,       12.8400,        1.5070,     0.0018167
      19.0,       12.8400,        1.5244,     0.0018377
      20.0,       14.1600,        1.5326,     0.0018475
      21.0,       14.1600,        1.5878,     0.0019141
      22.0,       14.1600,        1.6321,     0.0019675
      23.0,       14.1600,        1.6637,     0.0020056
      24.0,       14.1600,        1.6823,     0.0020281
      25.0,       15.9600,        1.6908,     0.0020382
      26.0,       15.9600,        1.7667,     0.0021298
      27.0,       15.9600,        1.8279,     0.0022035
      28.0,       15.9600,        1.8711,     0.0022556
      29.0,       15.9600,        1.8960,     0.0022856
      30.0,       18.2400,        1.9068,     0.0022987
      31.0,       18.2400,        2.0059,     0.0024182
      32.0,       18.2400,        2.0858,     0.0025144
      33.0,       18.2400,        2.1418,     0.0025820
      34.0,       18.2400,        2.1738,     0.0026206
      35.0,       21.6000,        2.1883,     0.0026380
      36.0,       21.6000,        2.3420,     0.0028233
      37.0,       21.6000,        2.4724,     0.0029805
      38.0,       21.6000,        2.5739,     0.0031029
      39.0,       21.6000,        2.6509,     0.0031957
      40.0,       26.7600,        2.7180,     0.0032766
      41.0,       26.7600,        3.0491,     0.0036758
      42.0,       26.7600,        3.4004,     0.0040992
      43.0,       26.7600,        3.7611,     0.0045340
      44.0,       26.7600,        4.1326,     0.0049819
      45.0,       36.0000,        4.5343,     0.0054662
      46.0,       36.0000,        5.5672,     0.0067114
      47.0,       36.0000,        6.7723,     0.0081641
      48.0,       36.0000,        8.0958,     0.0097596
      49.0,       36.0000,        9.5230,     0.0114802
      50.0,       57.9600,       11.0723,     0.0133479
      51.0,       57.9600,       14.6447,     0.0176545
      52.0,       57.9600,       18.8814,     0.0227618
      53.0,       57.9601,       23.2814,     0.0280661
      54.0,       57.9600,       27.5255,     0.0331825
      55.0,      204.3600,       31.4438,     0.0379060
      56.0,      204.3600,       53.3390,     0.0643011
      57.0,      204.3601,       83.2683,     0.1003813
      58.0,      204.3600,      115.1303,     0.1387916
      59.0,      204.3600,      144.1972,     0.1738322
      60.0,      204.4800,      166.7622,     0.2010347
      61.0,      204.4800,      180.9273,     0.2181109
      62.0,      204.4802,      187.7561,     0.2263432
      63.0,      204.4800,      190.1492,     0.2292281
      64.0,      204.4800,      190.7430,     0.2299439
      65.0,       57.9601,      190.9094,     0.2301445
      66.0,       57.9599,      164.2569,     0.1980145
      67.0,       57.9601,      131.9650,     0.1590861
      68.0,       57.9599,      105.6541,     0.1273678
      69.0,       57.9601,       86.3368,     0.1040804
      70.0,       35.9999,       72.4850,     0.0873819
      71.0,       35.9999,       59.8667,     0.0721704
      72.0,       36.0002,       49.8996,     0.0601548
      73.0,       35.9999,       42.5913,     0.0513446
      74.0,       35.9999,       37.3937,     0.0450788
      75.0,       26.7600,       33.7096,     0.0406376
      76.0,       26.7600,       30.0948,     0.0362798
      77.0,       26.7602,       27.0598,     0.0326210
      78.0,       26.7600,       24.6230,     0.0296834
      79.0,       26.7600,       22.6894,     0.0273525
      80.0,       21.5998,       21.1473,     0.0254934
      81.0,       21.6003,       19.4355,     0.0234298
