Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,      0.000000
       1.0,       10.0800,        0.0322,      0.000239
       2.0,       10.0800,        0.0812,      0.000602
       3.0,       10.0800,        0.1400,      0.001037
       4.0,       10.0800,        0.2091,      0.001548
       5.0,       10.8000,        0.2951,      0.002185
       6.0,       10.8000,        0.4143,      0.003068
       7.0,       10.8000,        0.5663,      0.004194
       8.0,       10.8000,        0.7416,      0.005492
       9.0,       10.8000,        0.9225,      0.006831
      10.0,       11.6400,        1.0927,      0.008091
      11.0,       11.6400,        1.2490,      0.009249
      12.0,       11.6400,        1.3755,      0.010186
      13.0,       11.6400,        1.4707,      0.010891
      14.0,       11.6400,        1.5382,      0.011391
      15.0,       12.8400,        1.5845,      0.011734
      16.0,       12.8400,        1.6298,      0.012069
      17.0,       12.8400,        1.6658,      0.012335
      18.0,       12.8400,        1.6968,      0.012565
      19.0,       12.8400,        1.7254,      0.012777
      20.0,       14.1600,        1.7524,      0.012977
      21.0,       14.1600,        1.7925,      0.013274
      22.0,       14.1600,        1.8302,      0.013553
      23.0,       14.1600,        1.8659,      0.013817
      24.0,       14.1600,        1.9000,      0.014070
      25.0,       15.9600,        1.9323,      0.014309
      26.0,       15.9600,        1.9828,      0.014683
      27.0,       15.9600,        2.0302,      0.015034
      28.0,       15.9600,        2.0754,      0.015369
      29.0,       15.9600,        2.1191,      0.015693
      30.0,       18.2400,        2.1607,      0.016001
      31.0,       18.2400,        2.2266,      0.016489
      32.0,       18.2400,        2.2889,      0.016950
      33.0,       18.2400,        2.3489,      0.017394
      34.0,       18.2400,        2.4074,      0.017827
      35.0,       21.6000,        2.4633,      0.018241
      36.0,       21.6000,        2.5576,      0.018939
      37.0,       21.6000,        2.6491,      0.019617
      38.0,       21.6000,        2.7419,      0.020304
      39.0,       21.6000,        2.8400,      0.021031
      40.0,       26.7600,        2.9460,      0.021816
      41.0,       26.7600,        3.1347,      0.023213
      42.0,       26.7600,        3.3565,      0.024855
      43.0,       26.7600,        3.6388,      0.026946
      44.0,       26.7600,        4.0126,      0.029714
      45.0,       36.0000,        4.5010,      0.033331
      46.0,       36.0000,        5.2785,      0.039089
      47.0,       36.0000,        6.2652,      0.046396
      48.0,       36.0000,        7.4982,      0.055526
      49.0,       36.0000,        8.9745,      0.066458
      50.0,       57.9600,       10.6346,      0.078752
      51.0,       57.9600,       13.0039,      0.096297
      52.0,       57.9600,       15.9440,      0.118069
      53.0,       57.9601,       19.5856,      0.145036
      54.0,       57.9600,       23.8452,      0.176579
      55.0,      204.3599,       28.3232,      0.209741
      56.0,      204.3599,       39.7254,      0.294177
      57.0,      204.3601,       59.8290,      0.443048
      58.0,      204.3599,       89.4089,      0.662095
      59.0,      204.3599,      122.9516,      0.910487
      60.0,      204.4800,      151.4624,      1.121617
      61.0,      204.4800,      170.4781,      1.262433
      62.0,      204.4802,      181.2937,      1.342525
      63.0,      204.4800,      186.7553,      1.382970
      64.0,      204.4800,      189.2328,      1.401316
      65.0,       57.9601,      190.2715,      1.409008
      66.0,       57.9599,      178.4497,      1.321465
      67.0,       57.9601,      155.6864,      1.152897
      68.0,       57.9599,      128.6151,      0.952427
      69.0,       57.9601,      103.4368,      0.765975
      70.0,       35.9999,       83.5936,      0.619031
      71.0,       35.9999,       68.3661,      0.506268
      72.0,       36.0002,       57.0778,      0.422676
      73.0,       35.9999,       48.6133,      0.359993
      74.0,       35.9999,       42.1040,      0.311790
      75.0,       26.7600,       37.0746,      0.274547
      76.0,       26.7600,       32.9042,      0.243664
      77.0,       26.7602,       29.5033,      0.218479
