Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,     0.0000000
       1.0,       10.0800,        0.1090,     0.0002385
       2.0,       10.0800,        0.2746,     0.0006011
       3.0,       10.0800,        0.4709,     0.0010308
       4.0,       10.0800,        0.6865,     0.0015025
       5.0,       10.8000,        0.9051,     0.0019811
       6.0,       10.8000,        1.1209,     0.0024536
       7.0,       10.8000,        1.2928,     0.0028298
       8.0,       10.8000,        1.4098,     0.0030859
       9.0,       10.8000,        1.4785,     0.0032361
      10.0,       11.6400,        1.5142,     0.0033144
      11.0,       11.6400,        1.5542,     0.0034020
      12.0,       11.6400,        1.5840,     0.0034670
      13.0,       11.6400,        1.6076,     0.0035189
      14.0,       11.6400,        1.6268,     0.0035608
      15.0,       12.8400,        1.6419,     0.0035939
      16.0,       12.8400,        1.6858,     0.0036899
      17.0,       12.8400,        1.7240,     0.0037735
      18.0,       12.8400,        1.7565,     0.0038448
      19.0,       12.8400,        1.7835,     0.0039037
      20.0,       14.1600,        1.8047,     0.0039502
      21.0,       14.1600,        1.8570,     0.0040647
      22.0,       14.1600,        1.9017,     0.0041626
      23.0,       14.1600,        1.9390,     0.0042442
      24.0,       14.1600,        1.9692,     0.0043103
      25.0,       15.9600,        1.9925,     0.0043612
      26.0,       15.9600,        2.0606,     0.0045103
      27.0,       15.9600,        2.1194,     0.0046390
      28.0,       15.9600,        2.1690,     0.0047476
      29.0,       15.9600,        2.2095,     0.0048362
      30.0,       18.2400,        2.2406,     0.0049043
      31.0,       18.2400,        2.3296,     0.0050990
      32.0,       18.2400,        2.4058,     0.0052659
      33.0,       18.2400,        2.4696,     0.0054055
      34.0,       18.2400,        2.5210,     0.0055181
      35.0,       21.6000,        2.5599,     0.0056031
      36.0,       21.6000,        2.6886,     0.0058849
      37.0,       21.6000,        2.7999,     0.0061286
      38.0,       21.6000,        2.8936,     0.0063337
      39.0,       21.6000,        2.9690,     0.0064987
      40.0,       26.7600,        3.0251,     0.0066214
      41.0,       26.7600,        3.2263,     0.0070619
      42.0,       26.7600,        3.4014,     0.0074450
      43.0,       26.7600,        3.5489,     0.0077680
      44.0,       26.7600,        3.6669,     0.0080261
      45.0,       36.0000,        3.7528,     0.0082143
      46.0,       36.0001,        4.1239,     0.0090265
      47.0,       36.0000,        4.4661,     0.0097755
      48.0,       36.0000,        4.7835,     0.0104704
      49.0,       36.0000,        5.0775,     0.0111138
      50.0,       57.9600,        5.3504,     0.0117111
      51.0,       57.9600,        6.5148,     0.0142598
      52.0,       57.9600,        7.8643,     0.0172136
      53.0,       57.9601,        9.4272,     0.0206345
      54.0,       57.9600,       11.1892,     0.0244914
      55.0,      204.3600,       13.1337,     0.0287474
      56.0,      204.3600,       25.0430,     0.0548149
      57.0,      204.3601,       43.9617,     0.0962248
      58.0,      204.3600,       69.6832,     0.1525248
      59.0,      204.3600,       99.2033,     0.2171393
      60.0,      204.4800,      128.0163,     0.2802062
      61.0,      204.4800,      151.6780,     0.3319976
      62.0,      204.4802,      167.6169,     0.3668853
