Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.0015,       0.00844
       2.0,       0.39685,       0.00379,       0.02122
       3.0,       0.39685,       0.00651,       0.03648
       4.0,       0.39685,       0.0096,       0.05382
       5.0,       0.4252,       0.01315,       0.07374
       6.0,       0.4252,       0.01778,       0.09962
       7.0,       0.4252,       0.02369,       0.13282
       8.0,       0.4252,       0.03111,       0.17438
       9.0,       0.4252,       0.03968,       0.22241
      10.0,       0.45827,       0.04868,       0.27284
      11.0,       0.45827,       0.05773,       0.32359
      12.0,       0.45827,       0.06576,       0.36861
      13.0,       0.45827,       0.07231,       0.40534
      14.0,       0.45827,       0.07725,       0.43303
      15.0,       0.50551,       0.08074,       0.45259
      16.0,       0.50551,       0.08376,       0.46954
      17.0,       0.50551,       0.08602,       0.48222
      18.0,       0.50551,       0.08782,       0.49229
      19.0,       0.50551,       0.08937,       0.50094
      20.0,       0.55748,       0.09077,       0.50881
      21.0,       0.55748,       0.09281,       0.52022
      22.0,       0.55748,       0.09475,       0.5311
      23.0,       0.55748,       0.09659,       0.54141
      24.0,       0.55748,       0.09834,       0.55123
      25.0,       0.62835,       0.10001,       0.56059
      26.0,       0.62835,       0.10259,       0.57503
      27.0,       0.62835,       0.10503,       0.58877
      28.0,       0.62835,       0.10735,       0.60176
      29.0,       0.62835,       0.10957,       0.61423
      30.0,       0.71811,       0.11171,       0.62616
      31.0,       0.71811,       0.11506,       0.64495
      32.0,       0.71811,       0.11828,       0.663
      33.0,       0.71811,       0.12136,       0.68027
      34.0,       0.71811,       0.12434,       0.69697
      35.0,       0.85039,       0.12722,       0.71311
      36.0,       0.85039,       0.13207,       0.7403
      37.0,       0.85039,       0.13692,       0.76753
      38.0,       0.85039,       0.14191,       0.79546
      39.0,       0.85039,       0.14724,       0.82537
      40.0,       1.05354,       0.15316,       0.85853
      41.0,       1.05354,       0.16367,       0.91744
      42.0,       1.05354,       0.17652,       0.98952
      43.0,       1.05354,       0.19239,       1.0784
