Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.28163,       122.13331
       2.0,       0.39685,       0.39373,       170.74396
       3.0,       0.39685,       0.39791,       172.55595
       4.0,       0.39685,       0.39545,       171.49157
       5.0,       0.4252,       0.3957,       171.59751
       6.0,       0.4252,       0.41909,       181.74095
       7.0,       0.4252,       0.4242,       183.95941
       8.0,       0.4252,       0.42409,       183.91068
       9.0,       0.4252,       0.42397,       183.85665
      10.0,       0.45827,       0.42398,       183.86406
      11.0,       0.45827,       0.45142,       195.75981
      12.0,       0.45827,       0.45726,       198.29434
      13.0,       0.45827,       0.45708,       198.21524
      14.0,       0.45827,       0.45694,       198.15591
      15.0,       0.50551,       0.45696,       198.1665
      16.0,       0.50551,       0.49646,       215.29589
      17.0,       0.50551,       0.50457,       218.81111
      18.0,       0.50551,       0.50423,       218.66455
      19.0,       0.50551,       0.50406,       218.58721
      20.0,       0.55748,       0.50409,       218.60416
      21.0,       0.55748,       0.54793,       237.61511
      22.0,       0.55748,       0.55653,       241.34434
      23.0,       0.55748,       0.55608,       241.14728
      24.0,       0.55748,       0.5559,       241.07065
      25.0,       0.62835,       0.55595,       241.09078
      26.0,       0.62835,       0.6163,       267.26495
      27.0,       0.62835,       0.62756,       272.1465
      28.0,       0.62835,       0.62683,       271.82867
      29.0,       0.62835,       0.62663,       271.74356
      30.0,       0.71811,       0.62672,       271.77958
      31.0,       0.71811,       0.70404,       305.31263
      32.0,       0.71811,       0.71762,       311.20029
      33.0,       0.71811,       0.71654,       310.73096
      34.0,       0.71811,       0.71633,       310.64196
      35.0,       0.85039,       0.71643,       310.68434
      36.0,       0.85039,       0.8318,       360.71852
      37.0,       0.85039,       0.8505,       368.82535
      38.0,       0.85039,       0.8486,       368.00323
      39.0,       0.85039,       0.84836,       367.89764
      40.0,       1.05354,       0.84849,       367.95414
      41.0,       1.05354,       1.02844,       445.99321
      42.0,       1.05354,       1.05465,       457.35782
      43.0,       1.05354,       1.0513,       455.9025
      44.0,       1.05354,       1.05107,       455.80503
      45.0,       1.41732,       1.05126,       455.88661
      46.0,       1.41732,       1.37997,       598.43498
      47.0,       1.41732,       1.42089,       616.17813
      48.0,       1.41732,       1.41409,       613.229
      49.0,       1.41732,       1.41406,       613.21629
      50.0,       2.28189,       1.41437,       613.35331
      51.0,       2.28189,       2.21835,       962.0041
      52.0,       2.28189,       2.29354,       994.6119
      53.0,       2.28189,       2.27583,       986.9299
      54.0,       2.28189,       2.27719,       987.52036
      55.0,       8.04567,       2.27785,       987.80959
      56.0,       8.04567,       7.97589,       3458.80495
      57.0,       8.04567,       8.11848,       3520.64199
      58.0,       8.04567,       8.0147,       3475.63451
      59.0,       8.04567,       8.03917,       3486.24586
      60.0,       8.05039,       8.04015,       3486.67034
      61.0,       8.05039,       8.04667,       3489.49728
      62.0,       8.0504,       8.04776,       3489.97085
      63.0,       8.05039,       8.04806,       3490.10046
      64.0,       8.05039,       8.04817,       3490.14848
      65.0,       2.28189,       8.04819,       3490.1612
      66.0,       2.28189,       2.36747,       1026.67021
      67.0,       2.28189,       2.18302,       946.68389
      68.0,       2.28189,       2.29842,       996.7276
      69.0,       2.28189,       2.28617,       991.41486
      70.0,       1.41732,       2.28278,       989.94436
      71.0,       1.41732,       1.47852,       641.17138
      72.0,       1.41733,       1.40248,       608.19737
      73.0,       1.41732,       1.41846,       615.12646
      74.0,       1.41732,       1.41774,       614.81181
      75.0,       1.05354,       1.41673,       614.37567
      76.0,       1.05354,       1.08769,       471.68463
      77.0,       1.05355,       1.04689,       453.99127
      78.0,       1.05354,       1.05297,       456.62892
      79.0,       1.05354,       1.05312,       456.69214
      80.0,       0.85039,       1.05266,       456.49261
      81.0,       0.85041,       0.87253,       378.37833
      82.0,       0.85039,       0.84646,       367.0741
      83.0,       0.85041,       0.84943,       368.35991
      84.0,       0.85039,       0.8497,       368.4775
      85.0,       0.71811,       0.84942,       368.35849
      86.0,       0.71811,       0.73393,       318.27629
      87.0,       0.71813,       0.71535,       310.21713
      88.0,       0.71811,       0.71704,       310.94955
      89.0,       0.71811,       0.71728,       311.05479
      90.0,       0.62835,       0.71711,       310.98204
      91.0,       0.62835,       0.63973,       277.42428
      92.0,       0.62833,       0.62626,       271.58323
      93.0,       0.62835,       0.62721,       271.99606
      94.0,       0.62835,       0.62744,       272.09635
      95.0,       0.55747,       0.62733,       272.04903
      96.0,       0.55749,       0.5669,       245.84025
      97.0,       0.55747,       0.55572,       240.99366
      98.0,       0.55749,       0.55635,       241.26559
      99.0,       0.55747,       0.55657,       241.36058
     100.0,       0.50078,       0.55648,       241.31962
     101.0,       0.5008,       0.50861,       220.56448
     102.0,       0.50078,       0.49928,       216.51707
     103.0,       0.5008,       0.49968,       216.69117
     104.0,       0.50078,       0.49989,       216.7791
     105.0,       0.46298,       0.49981,       216.74732
     106.0,       0.463,       0.46816,       203.02157
     107.0,       0.46298,       0.46172,       200.22853
     108.0,       0.463,       0.46193,       200.31929
     109.0,       0.46298,       0.46208,       200.38462
     110.0,       0.42519,       0.46203,       200.36414
     111.0,       0.42519,       0.43064,       186.75068
     112.0,       0.42521,       0.42401,       183.87536
     113.0,       0.42519,       0.4242,       183.95623
     114.0,       0.42519,       0.42434,       184.01874
     115.0,       0.39686,       0.42431,       184.00426
     116.0,       0.39686,       0.40094,       173.87072
     117.0,       0.39684,       0.39583,       171.65614
     118.0,       0.39686,       0.39591,       171.68792
     119.0,       0.39686,       0.39604,       171.74583
     120.0,       0.00000,       0.39602,       171.73771
     121.0,       0.00000,       0.09456,       41.00881
     122.0,       0.00000,       0.01919,       8.32155
     123.0,       0.00000,       0.00423,       1.83354
     124.0,       0.00000,       0.00118,       0.51136
     125.0,       0.00000,       0.00044,       0.19035
     126.0,       0.00000,       0.00022,       0.0957
     127.0,       0.00000,       0.00015,       0.06392
     128.0,       0.00000,       0.00012,       0.05262
     129.0,       0.00000,       0.00011,       0.04626
     130.0,       0.00000,       9E-05,       0.04061
     131.0,       0.00000,       8E-05,       0.03461
     132.0,       0.00000,       7E-05,       0.0286
     133.0,       0.00000,       6E-05,       0.02331
     134.0,       0.00000,       4E-05,       0.01907
