Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.20436,       167.69524
       2.0,       0.39685,       0.3546,       290.98229
       3.0,       0.39685,       0.39512,       324.23105
       4.0,       0.39685,       0.39678,       325.59066
       5.0,       0.4252,       0.39578,       324.76783
       6.0,       0.4252,       0.41458,       340.20034
       7.0,       0.4252,       0.42257,       346.75121
       8.0,       0.4252,       0.42418,       348.07198
       9.0,       0.4252,       0.42415,       348.04726
      10.0,       0.45827,       0.42409,       348.00488
      11.0,       0.45827,       0.44622,       366.16722
      12.0,       0.45827,       0.45541,       373.70337
      13.0,       0.45827,       0.45719,       375.1654
      14.0,       0.45827,       0.45714,       375.12302
      15.0,       0.50551,       0.45709,       375.08064
      16.0,       0.50551,       0.48907,       401.3265
      17.0,       0.50551,       0.50206,       411.98094
      18.0,       0.50551,       0.50443,       413.93031
      19.0,       0.50551,       0.50433,       413.84909
      20.0,       0.55748,       0.50428,       413.80671
      21.0,       0.55748,       0.53996,       443.08257
      22.0,       0.55748,       0.55408,       454.67284
      23.0,       0.55748,       0.55652,       456.67519
      24.0,       0.55748,       0.55639,       456.56571
      25.0,       0.62835,       0.55633,       456.5198
      26.0,       0.62835,       0.60561,       496.9551
      27.0,       0.62835,       0.62448,       512.44411
      28.0,       0.62835,       0.62744,       514.87023
      29.0,       0.62835,       0.62718,       514.65481
      30.0,       0.71811,       0.62711,       514.59831
      31.0,       0.71811,       0.69051,       566.62035
      32.0,       0.71811,       0.71391,       585.82447
      33.0,       0.71811,       0.7172,       588.52604
      34.0,       0.71811,       0.71681,       588.20114
      35.0,       0.85039,       0.71673,       588.14111
      36.0,       0.85039,       0.81188,       666.21478
      37.0,       0.85039,       0.84546,       693.77082
      38.0,       0.85039,       0.84954,       697.12218
      39.0,       0.85039,       0.84888,       696.58187
      40.0,       1.05354,       0.84882,       696.52536
      41.0,       1.05354,       0.99829,       819.18027
      42.0,       1.05354,       1.04801,       859.98284
      43.0,       1.05354,       1.05292,       864.00872
      44.0,       1.05354,       1.05187,       863.14351
      45.0,       1.41732,       1.05188,       863.15763
      46.0,       1.41733,       1.32746,       1089.29512
      47.0,       1.41732,       1.41183,       1158.52953
      48.0,       1.41732,       1.4175,       1163.17694
      49.0,       1.41732,       1.41557,       1161.59485
      50.0,       2.28189,       1.41574,       1161.73964
      51.0,       2.28189,       2.09843,       1721.93625
      52.0,       2.28189,       2.28055,       1871.3844
      53.0,       2.28189,       2.28372,       1873.98709
      54.0,       2.28189,       2.27959,       1870.60041
      55.0,       8.04567,       2.28039,       1871.25727
      56.0,       8.04567,       7.2604,       5957.77553
      57.0,       8.04567,       8.13716,       6677.23777
      58.0,       8.04567,       8.04581,       6602.27532
      59.0,       8.04567,       8.04011,       6597.59966
      60.0,       8.05039,       8.04533,       6601.88686
      61.0,       8.05039,       8.04876,       6604.69791
      62.0,       8.0504,       8.04928,       6605.11815
      63.0,       8.05039,       8.04931,       6605.1464
      64.0,       8.05039,       8.04928,       6605.12521
      65.0,       2.28189,       8.0493,       6605.13934
      66.0,       2.28189,       3.04164,       2495.92434
      67.0,       2.28189,       2.22652,       1827.04683
