Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,        0.0000
       1.0,       10.0800,        5.7229,        4.4159
       2.0,       10.0800,        9.3621,        7.2241
       3.0,       10.0800,       10.0895,        7.7853
       4.0,       10.0800,       10.0629,        7.7648
       5.0,       10.8000,       10.0454,        7.7513
       6.0,       10.8000,       10.5577,        8.1466
       7.0,       10.8000,       10.7453,        8.2913
       8.0,       10.8000,       10.7699,        8.3103
       9.0,       10.8000,       10.7665,        8.3077
      10.0,       11.6400,       10.7659,        8.3072
      11.0,       11.6400,       11.3656,        8.7700
      12.0,       11.6400,       11.5798,        8.9353
      13.0,       11.6400,       11.6080,        8.9571
      14.0,       11.6400,       11.6039,        8.9539
      15.0,       12.8400,       11.6032,        8.9534
      16.0,       12.8400,       12.4689,        9.6214
      17.0,       12.8400,       12.7704,        9.8540
      18.0,       12.8400,       12.8067,        9.8820
      19.0,       12.8400,       12.8005,        9.8772
      20.0,       14.1600,       12.7998,        9.8767
      21.0,       14.1600,       13.7634,       10.6202
      22.0,       14.1600,       14.0885,       10.8711
      23.0,       14.1600,       14.1239,       10.8984
      24.0,       14.1600,       14.1169,       10.8930
      25.0,       15.9600,       14.1163,       10.8926
      26.0,       15.9600,       15.4468,       11.9192
      27.0,       15.9600,       15.8807,       12.2540
      28.0,       15.9600,       15.9223,       12.2861
      29.0,       15.9600,       15.9126,       12.2786
      30.0,       18.2400,       15.9124,       12.2785
      31.0,       18.2400,       17.6228,       13.5982
      32.0,       18.2400,       18.1585,       14.0116
      33.0,       18.2400,       18.2026,       14.0457
      34.0,       18.2400,       18.1907,       14.0364
      35.0,       21.6000,       18.1911,       14.0367
      36.0,       21.6000,       20.7535,       16.0139
      37.0,       21.6000,       21.5153,       16.6018
      38.0,       21.6000,       21.5625,       16.6382
      39.0,       21.6000,       21.5438,       16.6238
      40.0,       26.7600,       21.5446,       16.6244
      41.0,       26.7600,       25.5608,       19.7234
      42.0,       26.7600,       26.6761,       20.5840
      43.0,       26.7600,       26.7190,       20.6171
      44.0,       26.7600,       26.6909,       20.5955
      45.0,       36.0000,       26.6932,       20.5972
      46.0,       36.0000,       34.0763,       26.2942
      47.0,       36.0000,       35.9382,       27.7309
      48.0,       36.0000,       35.9515,       27.7412
      49.0,       36.0000,       35.9063,       27.7063
      50.0,       57.9600,       35.9130,       27.7115
      51.0,       57.9600,       54.1360,       41.7728
      52.0,       57.9600,       58.0505,       44.7934
      53.0,       57.9601,       57.8883,       44.6682
      54.0,       57.9600,       57.8135,       44.6105
      55.0,      204.3600,       57.8402,       44.6311
      56.0,      204.3600,      189.6562,      146.3440
      57.0,      204.3601,      206.7413,      159.5273
      58.0,      204.3600,      203.8568,      157.3015
      59.0,      204.3600,      204.0264,      157.4324
      60.0,      204.4800,      204.1949,      157.5624
      61.0,      204.4800,      204.3461,      157.6791
      62.0,      204.4802,      204.3920,      157.7146
      63.0,      204.4800,      204.4095,      157.7280
      64.0,      204.4800,      204.4155,      157.7327
      65.0,       57.9601,      204.4172,      157.7340
      66.0,       57.9599,       72.2882,       55.7796
      67.0,       57.9601,       55.8905,       43.1266
      68.0,       57.9599,       57.8352,       44.6272
      69.0,       57.9601,       58.1757,       44.8900
      70.0,       35.9999,       58.0072,       44.7600
      71.0,       35.9999,       39.6960,       30.6305
      72.0,       36.0002,       35.8995,       27.7011
      73.0,       35.9999,       35.9391,       27.7316
      74.0,       35.9999,       36.0220,       27.7955
      75.0,       26.7600,       35.9929,       27.7731
      76.0,       26.7600,       28.5775,       22.0512
      77.0,       26.7602,       26.7565,       20.6460
      78.0,       26.7600,       26.7056,       20.6068
      79.0,       26.7600,       26.7487,       20.6401
      80.0,       21.5998,       26.7396,       20.6330
      81.0,       21.6003,       22.7082,       17.5223
      82.0,       21.5998,       21.6132,       16.6774
      83.0,       21.6003,       21.5532,       16.6310
      84.0,       21.5998,       21.5793,       16.6512
      85.0,       18.2399,       21.5755,       16.6483
      86.0,       18.2399,       19.0043,       14.6642
      87.0,       18.2404,       18.2543,       14.0856
      88.0,       18.2399,       18.1984,       14.0424
      89.0,       18.2399,       18.2152,       14.0554
      90.0,       15.9600,       18.2139,       14.0544
      91.0,       15.9600,       16.4983,       12.7306
      92.0,       15.9596,       15.9701,       12.3230
      93.0,       15.9600,       15.9215,       12.2855
      94.0,       15.9600,       15.9331,       12.2944
      95.0,       14.1598,       15.9328,       12.2942
      96.0,       14.1603,       14.5979,       11.2641
      97.0,       14.1598,       14.1692,       10.9334
      98.0,       14.1603,       14.1237,       10.8983
      99.0,       14.1598,       14.1327,       10.9052
     100.0,       12.7199,       14.1327,       10.9051
     101.0,       12.7204,       13.0789,       10.0920
     102.0,       12.7199,       12.7278,        9.8211
     103.0,       12.7204,       12.6860,        9.7889
     104.0,       12.7199,       12.6930,        9.7943
     105.0,       11.7597,       12.6932,        9.7944
     106.0,       11.7601,       11.9982,        9.2582
     107.0,       11.7597,       11.7596,        9.0740
     108.0,       11.7601,       11.7285,        9.0500
     109.0,       11.7597,       11.7331,        9.0536
