Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.33617,       87.04077
       2.0,       0.39685,       0.40307,       104.36368
       3.0,       0.39685,       0.39533,       102.35957
       4.0,       0.39685,       0.39517,       102.31684
       5.0,       0.4252,       0.39545,       102.38959
       6.0,       0.4252,       0.42181,       109.21627
       7.0,       0.4252,       0.42418,       109.82721
       8.0,       0.4252,       0.4236,       109.67712
       9.0,       0.4252,       0.42362,       109.68313
      10.0,       0.45827,       0.42364,       109.68772
      11.0,       0.45827,       0.45462,       117.7105
      12.0,       0.45827,       0.45722,       118.38184
      13.0,       0.45827,       0.45654,       118.20526
      14.0,       0.45827,       0.45657,       118.2155
      15.0,       0.50551,       0.45659,       118.22116
      16.0,       0.50551,       0.50112,       129.74963
      17.0,       0.50551,       0.50457,       130.64309
      18.0,       0.50551,       0.50359,       130.39059
      19.0,       0.50551,       0.50367,       130.41001
      20.0,       0.55748,       0.5037,       130.41708
      21.0,       0.55748,       0.55299,       143.18015
      22.0,       0.55748,       0.55647,       144.08138
      23.0,       0.55748,       0.55542,       143.8084
      24.0,       0.55748,       0.55557,       143.84689
      25.0,       0.62835,       0.55564,       143.86632
      26.0,       0.62835,       0.62337,       161.40076
      27.0,       0.62835,       0.62765,       162.50999
      28.0,       0.62835,       0.62624,       162.14484
      29.0,       0.62835,       0.62645,       162.19957
      30.0,       0.71811,       0.62651,       162.21476
      31.0,       0.71811,       0.71294,       184.59508
      32.0,       0.71811,       0.71764,       185.81131
      33.0,       0.71811,       0.71581,       185.3381
      34.0,       0.71811,       0.71605,       185.39955
      35.0,       0.85039,       0.71609,       185.40873
      36.0,       0.85039,       0.84463,       218.69139
      37.0,       0.85039,       0.85029,       220.15624
      38.0,       0.85039,       0.84763,       219.46831
      39.0,       0.85039,       0.84803,       219.57073
      40.0,       1.05354,       0.84807,       219.58097
      41.0,       1.05354,       1.04771,       271.27176
      42.0,       1.05354,       1.054,       272.89976
      43.0,       1.05354,       1.05007,       271.88447
      44.0,       1.05354,       1.05079,       272.06916
      45.0,       1.41732,       1.05085,       272.08576
      46.0,       1.41733,       1.41355,       365.99524
      47.0,       1.41732,       1.41917,       367.4502
      48.0,       1.41732,       1.41272,       365.77946
      49.0,       1.41732,       1.41422,       366.16828
      50.0,       2.28189,       1.41436,       366.20359
