Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.39211,       51.05301
       2.0,       0.39685,       0.40123,       52.24029
       3.0,       0.39685,       0.39426,       51.3334
       4.0,       0.39685,       0.39587,       51.54317
       5.0,       0.4252,       0.39563,       51.51139
       6.0,       0.4252,       0.42524,       55.3674
       7.0,       0.4252,       0.42415,       55.22437
       8.0,       0.4252,       0.42382,       55.18164
       9.0,       0.4252,       0.42393,       55.19577
      10.0,       0.45827,       0.42391,       55.1933
      11.0,       0.45827,       0.45854,       59.70333
      12.0,       0.45827,       0.45713,       59.5197
      13.0,       0.45827,       0.45678,       59.47344
      14.0,       0.45827,       0.45691,       59.49003
      15.0,       0.50551,       0.45689,       59.48791
      16.0,       0.50551,       0.50656,       65.95509
      17.0,       0.50551,       0.50435,       65.66657
      18.0,       0.50551,       0.50392,       65.61077
      19.0,       0.50551,       0.50416,       65.64291
      20.0,       0.55748,       0.50421,       65.64891
      21.0,       0.55748,       0.55913,       72.80013
      22.0,       0.55748,       0.55646,       72.45158
      23.0,       0.55748,       0.55602,       72.39472
      24.0,       0.55748,       0.55623,       72.42262
      25.0,       0.62835,       0.55621,       72.41979
      26.0,       0.62835,       0.63136,       82.20408
      27.0,       0.62835,       0.62727,       81.67188
      28.0,       0.62835,       0.62674,       81.60267
      29.0,       0.62835,       0.62701,       81.63763
      30.0,       0.71811,       0.62697,       81.63268
      31.0,       0.71811,       0.72262,       94.08676
      32.0,       0.71811,       0.71687,       93.33703
      33.0,       0.71811,       0.7163,       93.26392
      34.0,       0.71811,       0.71663,       93.30701
      35.0,       0.85039,       0.71658,       93.29995
      36.0,       0.85039,       0.85835,       111.75892
      37.0,       0.85039,       0.84885,       110.5222
      38.0,       0.85039,       0.84826,       110.44451
      39.0,       0.85039,       0.84873,       110.50596
      40.0,       1.05354,       0.84866,       110.49713
      41.0,       1.05354,       1.06796,       139.04975
      42.0,       1.05354,       1.0515,       136.90756
      43.0,       1.05354,       1.05111,       136.85635
      44.0,       1.05354,       1.05186,       136.95382
      45.0,       1.41732,       1.05182,       136.94888
      46.0,       1.41733,       1.44812,       188.54785
      47.0,       1.41732,       1.41424,       184.1374
      48.0,       1.41732,       1.4147,       184.19637
      49.0,       1.41732,       1.41583,       184.34293
      50.0,       2.28189,       1.4157,       184.32598
      51.0,       2.28189,       2.36962,       308.52838
      52.0,       2.28189,       2.27339,       295.99979
      53.0,       2.28189,       2.27878,       296.7015
      54.0,       2.28189,       2.28065,       296.94517
      55.0,       8.04567,       2.2803,       296.89891
      56.0,       8.04567,       8.81306,       1147.47604
      57.0,       8.04567,       7.94114,       1033.95068
      58.0,       8.04567,       8.05043,       1048.18037
      59.0,       8.04567,       8.0452,       1047.49915
      60.0,       8.05039,       8.04389,       1047.32858
      61.0,       8.05039,       8.04997,       1048.11998
      62.0,       8.0504,       8.049,       1047.99426
      63.0,       8.05039,       8.04916,       1048.0151
      64.0,       8.05039,       8.04915,       1048.01369
      65.0,       2.28189,       8.04916,       1048.0151
      66.0,       2.28189,       1.5464,       201.34412
      67.0,       2.28189,       2.33754,       304.35171
      68.0,       2.28189,       2.28692,       297.76058
      69.0,       2.28189,       2.27844,       296.65665
      70.0,       1.41732,       2.2817,       297.08113
      71.0,       1.41732,       1.32865,       172.99209
      72.0,       1.41733,       1.4207,       184.97824
      73.0,       1.41732,       1.4184,       184.67807
      74.0,       1.41732,       1.41604,       184.37083
      75.0,       1.05354,       1.41651,       184.43157
      76.0,       1.05354,       1.02057,       132.87957
      77.0,       1.05355,       1.05333,       137.14629
      78.0,       1.05354,       1.05369,       137.19184
      79.0,       1.05354,       1.05248,       137.0354
      80.0,       0.85039,       1.05267,       137.05941
      81.0,       0.85041,       0.83349,       108.52163
      82.0,       0.85039,       0.84947,       110.60272
      83.0,       0.85041,       0.85014,       110.68995
      84.0,       0.85039,       0.84943,       110.59742
      85.0,       0.71811,       0.84951,       110.60802
      86.0,       0.71811,       0.70778,       92.15363
      87.0,       0.71813,       0.71699,       93.35362
      88.0,       0.71811,       0.7177,       93.4465
      89.0,       0.71811,       0.71718,       93.37799
      90.0,       0.62835,       0.71724,       93.38611
      91.0,       0.62835,       0.62161,       80.93451
      92.0,       0.62833,       0.62721,       81.66411
      93.0,       0.62835,       0.6278,       81.74004
      94.0,       0.62835,       0.62746,       81.69625
      95.0,       0.55747,       0.6275,       81.7012
      96.0,       0.55749,       0.55235,       71.91762
      97.0,       0.55747,       0.55636,       72.43886
      98.0,       0.55749,       0.5569,       72.50985
      99.0,       0.55747,       0.55663,       72.47488
     100.0,       0.50078,       0.55665,       72.47594
     101.0,       0.5008,       0.49681,       64.68588
     102.0,       0.50078,       0.4997,       65.06128
     103.0,       0.5008,       0.50019,       65.1259
     104.0,       0.50078,       0.49998,       65.09765
     105.0,       0.46298,       0.49998,       65.098
     106.0,       0.463,       0.46022,       59.92193
     107.0,       0.46298,       0.46198,       60.15006
     108.0,       0.463,       0.46233,       60.19597
     109.0,       0.46298,       0.46219,       60.17761
     110.0,       0.42519,       0.46218,       60.1769
     111.0,       0.42519,       0.42259,       55.02132
     112.0,       0.42521,       0.42416,       55.22614
     113.0,       0.42519,       0.42458,       55.28088
     114.0,       0.42519,       0.4244,       55.25757
     115.0,       0.39686,       0.42441,       55.25934
     116.0,       0.39686,       0.39481,       51.4058
     117.0,       0.39684,       0.39588,       51.54423
     118.0,       0.39686,       0.39618,       51.58343
     119.0,       0.39686,       0.39608,       51.57037
     120.0,       0.00000,       0.39609,       51.57107
     121.0,       0.00000,       0.01621,       2.11111
     122.0,       0.00000,       6E-05,       0.00777
     123.0,       0.00000,       7E-05,       0.00883
     124.0,       0.00000,       0.00013,       0.0173
     125.0,       0.00000,       0.00012,       0.01624
     126.0,       0.00000,       9E-05,       0.01165
     127.0,       0.00000,       6E-05,       0.00812
     128.0,       0.00000,       4E-05,       0.0053
     129.0,       0.00000,       3E-05,       0.00353
     130.0,       0.00000,       2E-05,       0.00212
     131.0,       0.00000,       1E-05,       0.00141
     132.0,       0.00000,       1E-05,       0.00106
     133.0,       0.00000,       1E-05,       0.00071
     134.0,       0.00000,       0.00000,       0.00071
     135.0,       0.00000,       0.00000,       0.00035
     136.0,       0.00000,       0.00000,       0.00035
     137.0,       0.00000,       0.00000,       0.00035
     138.0,       0.00000,       0.00000,       0.00035
     139.0,       0.00000,       0.00000,       0.00035
     140.0,       0.00000,       0.00000,       0.00035
     141.0,       0.00000,       0.00000,       0.00035
     142.0,       0.00000,       0.00000,       0.00035
     143.0,       0.00000,       0.00000,       0.00000
     144.0,       0.00000,       0.00000,       0.00000
     145.0,       0.00000,       0.00000,       0.00000
     146.0,       0.00000,       0.00000,       0.00000
     147.0,       0.00000,       0.00000,       0.00000
