Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.37267,       63.45446
       2.0,       0.39685,       0.4035,       68.70434
       3.0,       0.39685,       0.39466,       67.19887
       4.0,       0.39685,       0.39596,       67.41994
       5.0,       0.4252,       0.39589,       67.409
       6.0,       0.4252,       0.42438,       72.25947
       7.0,       0.4252,       0.42456,       72.2909
       8.0,       0.4252,       0.42406,       72.20473
       9.0,       0.4252,       0.42416,       72.22168
      10.0,       0.45827,       0.42415,       72.22062
      11.0,       0.45827,       0.45754,       77.90593
      12.0,       0.45827,       0.4576,       77.91688
      13.0,       0.45827,       0.45703,       77.81941
      14.0,       0.45827,       0.45715,       77.83989
      15.0,       0.50551,       0.45714,       77.83848
      16.0,       0.50551,       0.50506,       85.99687
      17.0,       0.50551,       0.50491,       85.9718
      18.0,       0.50551,       0.50413,       85.83831
      19.0,       0.50551,       0.50431,       85.86903
      20.0,       0.55748,       0.50429,       85.86656
      21.0,       0.55748,       0.55725,       94.88416
      22.0,       0.55748,       0.5568,       94.80824
      23.0,       0.55748,       0.55598,       94.66768
      24.0,       0.55748,       0.55619,       94.70264
      25.0,       0.62835,       0.55617,       94.69947
      26.0,       0.62835,       0.62878,       107.06243
      27.0,       0.62835,       0.62775,       106.88762
      28.0,       0.62835,       0.62673,       106.71493
      29.0,       0.62835,       0.62706,       106.77073
      30.0,       0.71811,       0.62706,       106.77143
      31.0,       0.71811,       0.71959,       122.52672
      32.0,       0.71811,       0.71764,       122.1937
      33.0,       0.71811,       0.7164,       121.98287
      34.0,       0.71811,       0.71677,       122.04573
      35.0,       0.85039,       0.71674,       122.04044
      36.0,       0.85039,       0.85403,       145.41734
      37.0,       0.85039,       0.85001,       144.73223
      38.0,       0.85039,       0.84835,       144.45042
      39.0,       0.85039,       0.84889,       144.54153
      40.0,       1.05354,       0.84882,       144.53058
      41.0,       1.05354,       1.06145,       180.73483
      42.0,       1.05354,       1.05312,       179.31659
      43.0,       1.05354,       1.05095,       178.9472
      44.0,       1.05354,       1.05176,       179.08422
      45.0,       1.41732,       1.05165,       179.06515
      46.0,       1.41733,       1.43651,       244.59647
      47.0,       1.41732,       1.41656,       241.20061
      48.0,       1.41732,       1.41368,       240.70973
      49.0,       1.41732,       1.41506,       240.94387
      50.0,       2.28189,       1.41484,       240.90785
      51.0,       2.28189,       2.34379,       399.0812
      52.0,       2.28189,       2.2787,       387.99875
      53.0,       2.28189,       2.27596,       387.53189
      54.0,       2.28189,       2.27891,       388.03477
      55.0,       8.04567,       2.2785,       387.96485
      56.0,       8.04567,       8.676,       1477.27586
      57.0,       8.04567,       7.97782,       1358.39715
      58.0,       8.04567,       8.03429,       1368.01227
      59.0,       8.04567,       8.04214,       1369.34822
      60.0,       8.05039,       8.04103,       1369.15929
      61.0,       8.05039,       8.0487,       1370.46523
      62.0,       8.0504,       8.04835,       1370.40519
      63.0,       8.05039,       8.04856,       1370.44192
      64.0,       8.05039,       8.04858,       1370.44545
      65.0,       2.28189,       8.0486,       1370.44828
