Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,       0.00000
       1.0,       10.0800,        8.1308,       2.76047
       2.0,       10.0800,       10.2096,       3.46625
       3.0,       10.0800,       10.0687,       3.41842
       4.0,       10.0800,       10.0449,       3.41033
       5.0,       10.8000,       10.0541,       3.41346
       6.0,       10.8000,       10.7016,       3.63329
       7.0,       10.8000,       10.7839,       3.66123
       8.0,       10.8000,       10.7709,       3.65681
       9.0,       10.8000,       10.7703,       3.65661
      10.0,       11.6400,       10.7709,       3.65682
      11.0,       11.6400,       11.5320,       3.91521
      12.0,       11.6400,       11.6241,       3.94648
      13.0,       11.6400,       11.6084,       3.94116
      14.0,       11.6400,       11.6081,       3.94104
      15.0,       12.8400,       11.6088,       3.94128
      16.0,       12.8400,       12.7031,       4.31281
      17.0,       12.8400,       12.8281,       4.35526
      18.0,       12.8400,       12.8051,       4.34746
      19.0,       12.8400,       12.8051,       4.34745
      20.0,       14.1600,       12.8061,       4.34777
      21.0,       14.1600,       14.0184,       4.75937
      22.0,       14.1600,       14.1477,       4.80328
      23.0,       14.1600,       14.1219,       4.79450
      24.0,       14.1600,       14.1223,       4.79466
      25.0,       15.9600,       14.1234,       4.79501
      26.0,       15.9600,       15.7895,       5.36066
      27.0,       15.9600,       15.9536,       5.41638
      28.0,       15.9600,       15.9181,       5.40433
      29.0,       15.9600,       15.9201,       5.40500
      30.0,       18.2400,       15.9218,       5.40560
      31.0,       18.2400,       18.0514,       6.12860
      32.0,       18.2400,       18.2413,       6.19307
      33.0,       18.2400,       18.1953,       6.17748
      34.0,       18.2400,       18.1985,       6.17854
      35.0,       21.6000,       18.2002,       6.17912
      36.0,       21.6000,       21.3700,       7.25532
      37.0,       21.6000,       21.6165,       7.33898
      38.0,       21.6000,       21.5471,       7.31545
      39.0,       21.6000,       21.5530,       7.31744
      40.0,       26.7600,       21.5548,       7.31805
      41.0,       26.7600,       26.4837,       8.99146
      42.0,       26.7600,       26.7989,       9.09845
      43.0,       26.7600,       26.6920,       9.06216
      44.0,       26.7600,       26.7037,       9.06616
      45.0,       36.0000,       26.7057,       9.06682
      46.0,       36.0000,       35.6732,      12.11137
      47.0,       36.0000,       36.0876,      12.25206
      48.0,       36.0000,       35.9005,      12.18853
      49.0,       36.0000,       35.9275,      12.19772
      50.0,       57.9600,       35.9296,      12.19841
      51.0,       57.9600,       57.7365,      19.60206
      52.0,       57.9600,       58.1816,      19.75318
      53.0,       57.9601,       57.7778,      19.61608
      54.0,       57.9600,       57.8616,      19.64452
      55.0,      204.3599,       57.8635,      19.64519
      56.0,      204.3599,      210.4691,      71.45614
      57.0,      204.3601,      205.0055,      69.60121
      58.0,      204.3599,      203.6326,      69.13510
      59.0,      204.3599,      204.2638,      69.34940
      60.0,      204.4800,      204.2220,      69.33519
      61.0,      204.4800,      204.4067,      69.39790
      62.0,      204.4802,      204.4196,      69.40231
      63.0,      204.4800,      204.4249,      69.40410
      64.0,      204.4800,      204.4271,      69.40484
      65.0,       57.9601,      204.4275,      69.40497
