Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,        0.0000
       1.0,       10.0800,        3.0175,        6.9659
       2.0,       10.0800,        7.1187,       16.4337
       3.0,       10.0800,        9.4651,       21.8503
       4.0,       10.0800,       10.0415,       23.1809
       5.0,       10.8000,       10.0645,       23.2341
       6.0,       10.8000,       10.3904,       23.9864
       7.0,       10.8000,       10.6408,       24.5645
       8.0,       10.8000,       10.7487,       24.8135
       9.0,       10.8000,       10.7694,       24.8613
      10.0,       11.6400,       10.7690,       24.8605
      11.0,       11.6400,       11.1702,       25.7867
      12.0,       11.6400,       11.4632,       26.4630
      13.0,       11.6400,       11.5851,       26.7444
      14.0,       11.6400,       11.6074,       26.7959
      15.0,       12.8400,       11.6069,       26.7947
      16.0,       12.8400,       12.1897,       28.1400
      17.0,       12.8400,       12.6093,       29.1088
      18.0,       12.8400,       12.7779,       29.4981
      19.0,       12.8400,       12.8067,       29.5645
      20.0,       14.1600,       12.8058,       29.5623
      21.0,       14.1600,       13.4594,       31.0713
      22.0,       14.1600,       13.9209,       32.1366
      23.0,       14.1600,       14.0993,       32.5485
      24.0,       14.1600,       14.1271,       32.6125
      25.0,       15.9600,       14.1256,       32.6091
      26.0,       15.9600,       15.0353,       34.7091
      27.0,       15.9600,       15.6636,       36.1596
      28.0,       15.9600,       15.8960,       36.6961
      29.0,       15.9600,       15.9274,       36.7687
      30.0,       18.2400,       15.9243,       36.7616
      31.0,       18.2400,       17.1032,       39.4830
      32.0,       18.2400,       17.8965,       41.3143
      33.0,       18.2400,       18.1740,       41.9550
      34.0,       18.2400,       18.2056,       42.0278
      35.0,       21.6000,       18.2003,       42.0157
      36.0,       21.6000,       19.9856,       46.1371
      37.0,       21.6000,       21.1499,       48.8249
      38.0,       21.6000,       21.5294,       49.7011
      39.0,       21.6000,       21.5628,       49.7781
      40.0,       26.7600,       21.5543,       49.7583
      41.0,       26.7600,       24.3897,       56.3040
      42.0,       26.7600,       26.1651,       60.4024
      43.0,       26.7600,       26.6913,       61.6173
      44.0,       26.7600,       26.7213,       61.6866
      45.0,       36.0000,       26.7092,       61.6587
      46.0,       36.0001,       32.0103,       73.8963
      47.0,       36.0000,       35.1479,       81.1395
      48.0,       36.0000,       35.9535,       82.9992
      49.0,       36.0000,       35.9628,       83.0207
      50.0,       57.9600,       35.9440,       82.9773
      51.0,       57.9600,       49.3432,      113.9096
      52.0,       57.9600,       56.5916,      130.6425
      53.0,       57.9601,       58.0147,      133.9277
      54.0,       57.9600,       57.9217,      133.7131
      55.0,      204.3600,       57.8957,      133.6531
      56.0,      204.3600,      160.0239,      369.4176
      57.0,      204.3601,      202.9149,      468.4322
      58.0,      204.3600,      205.2506,      473.8240
      59.0,      204.3600,      204.1438,      471.2690
