Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,        0.0000
       1.0,       10.0800,        4.7057,        6.5339
       2.0,       10.0800,        8.9479,       12.4242
       3.0,       10.0800,       10.0800,       13.9961
       4.0,       10.0800,       10.0789,       13.9946
       5.0,       10.8000,       10.0517,       13.9567
       6.0,       10.8000,       10.5036,       14.5842
       7.0,       10.8000,       10.7334,       14.9034
       8.0,       10.8000,       10.7772,       14.9641
       9.0,       10.8000,       10.7740,       14.9596
      10.0,       11.6400,       10.7727,       14.9580
      11.0,       11.6400,       11.3027,       15.6938
      12.0,       11.6400,       11.5680,       16.0621
      13.0,       11.6400,       11.6162,       16.1291
      14.0,       11.6400,       11.6120,       16.1233
      15.0,       12.8400,       11.6109,       16.1217
      16.0,       12.8400,       12.3778,       17.1865
      17.0,       12.8400,       12.7533,       17.7079
      18.0,       12.8400,       12.8172,       17.7967
      19.0,       12.8400,       12.8109,       17.7880
      20.0,       14.1600,       12.8101,       17.7869
      21.0,       14.1600,       13.6671,       18.9768
      22.0,       14.1600,       14.0755,       19.5439
      23.0,       14.1600,       14.1403,       19.6338
      24.0,       14.1600,       14.1326,       19.6232
      25.0,       15.9600,       14.1316,       19.6217
      26.0,       15.9600,       15.3169,       21.2675
      27.0,       15.9600,       15.8645,       22.0278
      28.0,       15.9600,       15.9425,       22.1362
      29.0,       15.9600,       15.9305,       22.1194
      30.0,       18.2400,       15.9292,       22.1178
      31.0,       18.2400,       17.4574,       24.2396
      32.0,       18.2400,       18.1376,       25.1841
      33.0,       18.2400,       18.2233,       25.3031
      34.0,       18.2400,       18.2068,       25.2801
      35.0,       21.6000,       18.2058,       25.2787
      36.0,       21.6000,       20.5042,       28.4701
      37.0,       21.6000,       21.4828,       29.8288
      38.0,       21.6000,       21.5866,       29.9731
      39.0,       21.6000,       21.5613,       29.9379
      40.0,       26.7600,       21.5613,       29.9378
      41.0,       26.7600,       25.1818,       34.9649
      42.0,       26.7600,       26.6363,       36.9845
      43.0,       26.7600,       26.7557,       37.1503
      44.0,       26.7600,       26.7174,       37.0971
      45.0,       36.0000,       26.7206,       37.1016
      46.0,       36.0000,       33.4177,       46.4005
      47.0,       36.0000,       35.8979,       49.8443
      48.0,       36.0000,       36.0202,       50.0140
      49.0,       36.0000,       35.9537,       49.9217
      50.0,       57.9600,       35.9631,       49.9347
      51.0,       57.9600,       52.6327,       73.0805
      52.0,       57.9600,       58.0335,       80.5796
      53.0,       57.9601,       58.0268,       80.5703
      54.0,       57.9600,       57.8958,       80.3883
      55.0,      204.3600,       57.9264,       80.4309
      56.0,      204.3600,      180.7085,      250.9138
      57.0,      204.3601,      207.5827,      288.2286
      58.0,      204.3600,      204.3028,      283.6745
      59.0,      204.3600,      204.2032,      283.5362
      60.0,      204.4800,      204.3643,      283.7599
      61.0,      204.4800,      204.4335,      283.8561
      62.0,      204.4802,      204.4544,      283.8851
      63.0,      204.4800,      204.4531,      283.8833
      64.0,      204.4800,      204.4527,      283.8827
      65.0,       57.9601,      204.4530,      283.8831
      66.0,       57.9599,       80.9864,      112.4496
      67.0,       57.9601,       55.7413,       77.3969
      68.0,       57.9599,       57.4061,       79.7084
      69.0,       57.9601,       58.1158,       80.6938
      70.0,       35.9999,       57.9331,       80.4401
      71.0,       35.9999,       41.1710,       57.1659
      72.0,       36.0002,       35.9890,       49.9708
      73.0,       35.9999,       35.8534,       49.7825
      74.0,       35.9999,       36.0040,       49.9916
      75.0,       26.7600,       35.9831,       49.9625
      76.0,       26.7600,       29.2510,       40.6150
      77.0,       26.7602,       26.8417,       37.2697
      78.0,       26.7600,       26.6795,       37.0445
      79.0,       26.7600,       26.7475,       37.1389
      80.0,       21.5998,       26.7425,       37.1319
      81.0,       21.6003,       23.1042,       32.0802
      82.0,       21.5998,       21.6817,       30.1051
      83.0,       21.6003,       21.5451,       29.9154
      84.0,       21.5998,       21.5831,       29.9682
      85.0,       18.2399,       21.5822,       29.9670
      86.0,       18.2399,       19.2729,       26.7604
      87.0,       18.2404,       18.3113,       25.4253
      88.0,       18.2399,       18.1982,       25.2682
      89.0,       18.2399,       18.2216,       25.3007
      90.0,       15.9600,       18.2222,       25.3015
      91.0,       15.9600,       16.6877,       23.1708
      92.0,       15.9596,       16.0172,       22.2399
      93.0,       15.9600,       15.9258,       22.1130
      94.0,       15.9600,       15.9410,       22.1341
      95.0,       14.1598,       15.9422,       22.1358
      96.0,       14.1603,       14.7522,       20.4834
      97.0,       14.1598,       14.2122,       19.7336
      98.0,       14.1603,       14.1303,       19.6199
      99.0,       14.1598,       14.1414,       19.6353
     100.0,       12.7199,       14.1426,       19.6369
     101.0,       12.7204,       13.2060,       18.3365
     102.0,       12.7199,       12.7666,       17.7265
     103.0,       12.7204,       12.6937,       17.6253
     104.0,       12.7199,       12.7018,       17.6364
     105.0,       11.7597,       12.7030,       17.6382
     106.0,       11.7601,       12.0869,       16.7827
     107.0,       11.7597,       11.7897,       16.3700
     108.0,       11.7601,       11.7370,       16.2968
     109.0,       11.7597,       11.7418,       16.3035
     110.0,       10.7999,       11.7428,       16.3048
     111.0,       10.7999,       11.1345,       15.4603
     112.0,       10.8004,       10.8342,       15.0433
     113.0,       10.7999,       10.7781,       14.9655
     114.0,       10.7999,       10.7821,       14.9709
     115.0,       10.0802,       10.7832,       14.9725
     116.0,       10.0802,       10.3325,       14.3466
     117.0,       10.0797,       10.1049,       14.0307
     118.0,       10.0802,       10.0597,       13.9678
     119.0,       10.0802,       10.0624,       13.9716
     120.0,        0.0000,       10.0635,       13.9732
     121.0,        0.0000,        4.3257,        6.0062
     122.0,        0.0000,        1.4538,        2.0187
     123.0,        0.0000,        0.4570,        0.6346
     124.0,        0.0000,        0.1594,        0.2214
     125.0,        0.0000,        0.0641,        0.0890
     126.0,        0.0000,        0.0289,        0.0401
     127.0,        0.0000,        0.0143,        0.0199
     128.0,        0.0000,        0.0078,        0.0109
     129.0,        0.0000,        0.0046,        0.0064
     130.0,        0.0000,        0.0030,        0.0041
     131.0,        0.0000,        0.0020,        0.0028
     132.0,        0.0000,        0.0015,        0.0020
     133.0,        0.0000,        0.0011,        0.0016
     134.0,        0.0000,        0.0009,        0.0012
     135.0,        0.0000,        0.0007,        0.0010
     136.0,        0.0000,        0.0006,        0.0008
     137.0,        0.0000,        0.0005,        0.0007
     138.0,        0.0000,        0.0004,        0.0006
     139.0,        0.0000,        0.0003,        0.0005
     140.0,        0.0000,        0.0003,        0.0004
     141.0,        0.0000,        0.0002,        0.0003
     142.0,        0.0000,        0.0002,        0.0003
     143.0,        0.0000,        0.0002,        0.0002
     144.0,        0.0000,        0.0002,        0.0002
     145.0,        0.0000,        0.0001,        0.0002
     146.0,        0.0000,        0.0001,        0.0002
     147.0,        0.0000,        0.0001,        0.0001
     148.0,        0.0000,        0.0001,        0.0001
     149.0,        0.0000,        0.0001,        0.0001
     150.0,        0.0000,        0.0001,        0.0001
