Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,        0.0000
       1.0,       10.0800,        3.9595,        5.3816
       2.0,       10.0800,        7.8704,       10.6971
       3.0,       10.0800,        9.6675,       13.1395
       4.0,       10.0800,       10.0560,       13.6676
       5.0,       10.8000,       10.0625,       13.6764
       6.0,       10.8000,       10.4513,       14.2049
       7.0,       10.8000,       10.6762,       14.5105
       8.0,       10.8000,       10.7573,       14.6207
       9.0,       10.8000,       10.7710,       14.6395
      10.0,       11.6400,       10.7705,       14.6387
      11.0,       11.6400,       11.2418,       15.2793
      12.0,       11.6400,       11.5032,       15.6346
      13.0,       11.6400,       11.5945,       15.7587
      14.0,       11.6400,       11.6092,       15.7787
      15.0,       12.8400,       11.6085,       15.7777
      16.0,       12.8400,       12.2912,       16.7057
      17.0,       12.8400,       12.6639,       17.2122
      18.0,       12.8400,       12.7894,       17.3828
      19.0,       12.8400,       12.8081,       17.4082
      20.0,       14.1600,       12.8071,       17.4069
      21.0,       14.1600,       13.5710,       18.4450
      22.0,       14.1600,       13.9800,       19.0009
      23.0,       14.1600,       14.1130,       19.1818
      24.0,       14.1600,       14.1312,       19.2065
      25.0,       15.9600,       14.1297,       19.2045
      26.0,       15.9600,       15.1877,       20.6424
      27.0,       15.9600,       15.7405,       21.3938
      28.0,       15.9600,       15.9108,       21.6252
      29.0,       15.9600,       15.9303,       21.6518
      30.0,       18.2400,       15.9275,       21.6479
      31.0,       18.2400,       17.2933,       23.5042
      32.0,       18.2400,       17.9870,       24.4471
      33.0,       18.2400,       18.1889,       24.7215
      34.0,       18.2400,       18.2078,       24.7472
      35.0,       21.6000,       18.2038,       24.7417
      36.0,       21.6000,       20.2620,       27.5391
      37.0,       21.6000,       21.2725,       28.9126
      38.0,       21.6000,       21.5457,       29.2839
      39.0,       21.6000,       21.5645,       29.3094
      40.0,       26.7600,       21.5582,       29.3009
      41.0,       26.7600,       24.8082,       33.7181
      42.0,       26.7600,       26.3350,       35.7933
      43.0,       26.7599,       26.7083,       36.3007
      44.0,       26.7600,       26.7232,       36.3208
      45.0,       36.0000,       26.7151,       36.3099
      46.0,       36.0000,       32.7471,       44.5083
      47.0,       36.0000,       35.4129,       48.1316
      48.0,       36.0000,       35.9710,       48.8901
      49.0,       36.0000,       35.9683,       48.8863
      50.0,       57.9600,       35.9562,       48.8699
      51.0,       57.9600,       51.0412,       69.3728
      52.0,       57.9600,       57.0770,       77.5763
      53.0,       57.9601,       58.0102,       78.8447
      54.0,       57.9600,       57.9278,       78.7327
      55.0,      204.3600,       57.9130,       78.7126
      56.0,      204.3600,      170.3325,      231.5079
      57.0,      204.3600,      204.1185,      277.4282
      58.0,      204.3600,      204.9465,      278.5536
      59.0,      204.3600,      204.2110,      277.5539
      60.0,      204.4800,      204.3207,      277.7031
      61.0,      204.4800,      204.4327,      277.8552
      62.0,      204.4802,      204.4459,      277.8731
      63.0,      204.4800,      204.4498,      277.8785
      64.0,      204.4800,      204.4500,      277.8788
      65.0,       57.9601,      204.4500,      277.8788
      66.0,       57.9599,       90.0786,      122.4306
      67.0,       57.9601,       60.1984,       81.8188
      68.0,       57.9599,       57.2107,       77.7581
      69.0,       57.9601,       57.9099,       78.7083
      70.0,       35.9999,       57.9850,       78.8105
      71.0,       35.9999,       42.6683,       57.9928
      72.0,       36.0002,       36.9762,       50.2562
      73.0,       35.9999,       35.9229,       48.8247
      74.0,       35.9999,       35.9581,       48.8726
      75.0,       26.7599,       35.9872,       48.9121
      76.0,       26.7599,       29.8924,       40.6283
      77.0,       26.7602,       27.3257,       37.1398
      78.0,       26.7599,       26.7417,       36.3460
      79.0,       26.7599,       26.7260,       36.3247
      80.0,       21.5998,       26.7415,       36.3458
      81.0,       21.6003,       23.4630,       31.8897
      82.0,       21.5998,       21.9777,       29.8711
      83.0,       21.6003,       21.5951,       29.3510
      84.0,       21.5998,       21.5709,       29.3181
      85.0,       18.2399,       21.5799,       29.3304
      86.0,       18.2399,       19.5057,       26.5113
      87.0,       18.2404,       18.5167,       25.1671
      88.0,       18.2399,       18.2392,       24.7899
      89.0,       18.2399,       18.2137,       24.7553
      90.0,       15.9600,       18.2195,       24.7631
      91.0,       15.9600,       16.8447,       22.8945
      92.0,       15.9596,       16.1631,       21.9681
      93.0,       15.9600,       15.9587,       21.6903
      94.0,       15.9600,       15.9358,       21.6592
      95.0,       14.1598,       15.9392,       21.6638
      96.0,       14.1603,       14.8752,       20.2177
      97.0,       14.1598,       14.3317,       19.4789
      98.0,       14.1603,       14.1598,       19.2454
      99.0,       14.1598,       14.1375,       19.2150
     100.0,       12.7199,       14.1397,       19.2180
     101.0,       12.7204,       13.3036,       18.0817
     102.0,       12.7199,       12.8652,       17.4858
     103.0,       12.7204,       12.7201,       17.2886
     104.0,       12.7199,       12.6989,       17.2598
     105.0,       11.7597,       12.7003,       17.2616
     106.0,       11.7601,       12.1514,       16.5156
     107.0,       11.7597,       11.8570,       16.1154
     108.0,       11.7601,       11.7559,       15.9780
     109.0,       11.7597,       11.7398,       15.9562
     110.0,       10.7999,       11.7404,       15.9569
