Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.32474,       94.94561
       2.0,       0.39685,       0.40278,       117.76206
       3.0,       0.39685,       0.3965,       115.9257
       4.0,       0.39685,       0.39579,       115.71734
       5.0,       0.4252,       0.39614,       115.81834
       6.0,       0.4252,       0.42188,       123.34531
       7.0,       0.4252,       0.4249,       124.22783
       8.0,       0.4252,       0.42436,       124.07068
       9.0,       0.4252,       0.42435,       124.06856
      10.0,       0.45827,       0.42437,       124.07456
      11.0,       0.45827,       0.45464,       132.92195
      12.0,       0.45827,       0.458,       133.90617
      13.0,       0.45827,       0.45736,       133.71864
      14.0,       0.45827,       0.45737,       133.72006
      15.0,       0.50551,       0.45739,       133.72818
      16.0,       0.50551,       0.5009,       146.44852
      17.0,       0.50551,       0.50546,       147.78095
      18.0,       0.50551,       0.50454,       147.51044
      19.0,       0.50551,       0.50457,       147.5228
      20.0,       0.55748,       0.50463,       147.53975
      21.0,       0.55748,       0.55285,       161.6363
      22.0,       0.55748,       0.55756,       163.01287
      23.0,       0.55748,       0.55653,       162.71128
      24.0,       0.55748,       0.55658,       162.72682
      25.0,       0.62835,       0.55662,       162.73847
      26.0,       0.62835,       0.62283,       182.09762
      27.0,       0.62835,       0.62873,       183.82239
      28.0,       0.62835,       0.62729,       183.40003
      29.0,       0.62835,       0.62737,       183.4251
      30.0,       0.71811,       0.62742,       183.43782
      31.0,       0.71811,       0.712,       208.16727
      32.0,       0.71811,       0.71875,       210.1403
      33.0,       0.71811,       0.71689,       209.59786
      34.0,       0.71811,       0.71704,       209.63953
      35.0,       0.85039,       0.71708,       209.65225
      36.0,       0.85039,       0.84298,       246.46002
      37.0,       0.85039,       0.85165,       248.99491
      38.0,       0.85039,       0.8489,       248.19221
      39.0,       0.85039,       0.84918,       248.27378
      40.0,       1.05354,       0.84924,       248.29179
      41.0,       1.05354,       1.04497,       305.51675
      42.0,       1.05354,       1.05586,       308.70036
      43.0,       1.05354,       1.05173,       307.49366
      44.0,       1.05354,       1.05232,       307.666
      45.0,       1.41732,       1.05243,       307.69813
      46.0,       1.41733,       1.40845,       411.78848
      47.0,       1.41732,       1.42212,       415.78362
      48.0,       1.41732,       1.41499,       413.699
      49.0,       1.41732,       1.41622,       414.0578
      50.0,       2.28189,       1.41629,       414.07969
      51.0,       2.28189,       2.28146,       667.02843
      52.0,       2.28189,       2.2928,       670.34342
      53.0,       2.28189,       2.27765,       665.91461
      54.0,       2.28189,       2.28108,       666.91719
      55.0,       8.04567,       2.28093,       666.87411
      56.0,       8.04567,       8.32725,       2434.63255
      57.0,       8.04567,       8.07461,       2360.7698
      58.0,       8.04567,       8.02704,       2346.86006
      59.0,       8.04567,       8.0488,       2353.22341
      60.0,       8.05039,       8.04417,       2351.86944
      61.0,       8.05039,       8.0499,       2353.54406
      62.0,       8.0504,       8.04956,       2353.44554
      63.0,       8.05039,       8.04952,       2353.43459
      64.0,       8.05039,       8.04955,       2353.44059
      65.0,       2.28189,       8.04955,       2353.44236
      66.0,       2.28189,       2.03268,       594.29186
      67.0,       2.28189,       2.21313,       647.05233
      68.0,       2.28189,       2.30089,       672.71056
      69.0,       2.28189,       2.27904,       666.32037
      70.0,       1.41732,       2.28114,       666.93591
      71.0,       1.41732,       1.41739,       414.40247
      72.0,       1.41733,       1.40327,       410.27348
      73.0,       1.41732,       1.41956,       415.03425
      74.0,       1.41732,       1.41662,       414.17681
      75.0,       1.05354,       1.4166,       414.16939
      76.0,       1.05354,       1.0609,       310.17369
      77.0,       1.05355,       1.04672,       306.02845
      78.0,       1.05354,       1.05399,       308.1551
      79.0,       1.05354,       1.05296,       307.85352
      80.0,       0.85039,       1.05286,       307.82421
      81.0,       0.85041,       0.85722,       250.62362
      82.0,       0.85039,       0.84617,       247.39551
      83.0,       0.85041,       0.85029,       248.59974
      84.0,       0.85039,       0.84984,       248.46731
      85.0,       0.71811,       0.84974,       248.43729
      86.0,       0.71811,       0.72386,       211.63446
      87.0,       0.71813,       0.7151,       209.07415
      88.0,       0.71811,       0.71781,       209.86696
      89.0,       0.71811,       0.71756,       209.79068
      90.0,       0.62835,       0.71748,       209.76879
      91.0,       0.62835,       0.6329,       185.04075
      92.0,       0.62833,       0.62611,       183.05677
      93.0,       0.62835,       0.62791,       183.58225
      94.0,       0.62835,       0.6278,       183.54835
      95.0,       0.55747,       0.62774,       183.53175
      96.0,       0.55749,       0.56152,       164.17084
      97.0,       0.55747,       0.55562,       162.44536
      98.0,       0.55749,       0.55702,       162.85431
      99.0,       0.55747,       0.55695,       162.8363
     100.0,       0.50078,       0.55689,       162.81687
     101.0,       0.5008,       0.50433,       147.4504
     102.0,       0.50078,       0.49921,       145.95341
     103.0,       0.5008,       0.5003,       146.27336
     104.0,       0.50078,       0.50028,       146.26595
     105.0,       0.46298,       0.50022,       146.24829
     106.0,       0.463,       0.46539,       136.06742
     107.0,       0.46298,       0.46176,       135.00481
     108.0,       0.463,       0.46247,       135.21281
     109.0,       0.46298,       0.46247,       135.2121
     110.0,       0.42519,       0.46242,       135.19833
     111.0,       0.42519,       0.42782,       125.08103
     112.0,       0.42521,       0.42398,       123.95767
     113.0,       0.42519,       0.4247,       124.17026
     114.0,       0.42519,       0.42469,       124.16426
     115.0,       0.39686,       0.42465,       124.15367
     116.0,       0.39686,       0.39885,       116.6101
     117.0,       0.39684,       0.39582,       115.72688
     118.0,       0.39686,       0.39633,       115.8745
     119.0,       0.39686,       0.39635,       115.87944
     120.0,       0.00000,       0.39632,       115.87202
     121.0,       0.00000,       0.06321,       18.48017
     122.0,       0.00000,       0.00786,       2.29722
     123.0,       0.00000,       0.00115,       0.33443
     124.0,       0.00000,       0.00025,       0.07275
     125.0,       0.00000,       8E-05,       0.02472
