Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.10066,       206.09995
       2.0,       0.39685,       0.23197,       474.96112
       3.0,       0.39685,       0.33166,       679.07285
       4.0,       0.39685,       0.38007,       778.19407
       5.0,       0.4252,       0.39427,       807.27217
       6.0,       0.4252,       0.40806,       835.49565
       7.0,       0.4252,       0.41657,       852.93757
       8.0,       0.4252,       0.42151,       863.04463
       9.0,       0.4252,       0.42359,       867.30004
      10.0,       0.45827,       0.42412,       868.3948
      11.0,       0.45827,       0.43827,       897.35989
      12.0,       0.45827,       0.44846,       918.22733
      13.0,       0.45827,       0.45424,       930.05421
      14.0,       0.45827,       0.45656,       934.81816
      15.0,       0.50551,       0.45714,       935.99414
      16.0,       0.50551,       0.47763,       977.9515
      17.0,       0.50551,       0.49232,       1008.0396
      18.0,       0.50551,       0.50053,       1024.83879
      19.0,       0.50551,       0.50363,       1031.1813
      20.0,       0.55748,       0.50435,       1032.66099
      21.0,       0.55748,       0.52733,       1079.70719
      22.0,       0.55748,       0.54358,       1112.9948
      23.0,       0.55748,       0.55238,       1131.00528
      24.0,       0.55748,       0.55567,       1137.74685
      25.0,       0.62835,       0.55638,       1139.19475
      26.0,       0.62835,       0.58829,       1204.53042
      27.0,       0.62835,       0.61058,       1250.16757
      28.0,       0.62835,       0.62227,       1274.10385
      29.0,       0.62835,       0.62641,       1282.57231
      30.0,       0.71811,       0.6272,       1284.19679
      31.0,       0.71811,       0.66853,       1368.83192
      32.0,       0.71811,       0.69688,       1426.86452
      33.0,       0.71811,       0.71128,       1456.36286
      34.0,       0.71811,       0.71607,       1466.17328
      35.0,       0.85039,       0.71688,       1467.82248
      36.0,       0.85039,       0.77942,       1595.87347
      37.0,       0.85039,       0.82145,       1681.93885
      38.0,       0.85039,       0.8419,       1723.80086
      39.0,       0.85039,       0.84817,       1736.64834
      40.0,       1.05354,       0.84904,       1738.4282
      41.0,       1.05354,       0.94833,       1941.73122
      42.0,       1.05354,       1.01329,       2074.7298
      43.0,       1.05354,       1.04308,       2135.72177
      44.0,       1.05354,       1.05128,       2152.5033
      45.0,       1.41732,       1.05212,       2154.23725
      46.0,       1.41733,       1.23785,       2534.51268
      47.0,       1.41732,       1.35483,       2774.04855
      48.0,       1.41732,       1.40402,       2874.75893
      49.0,       1.41732,       1.41539,       2898.0313
      50.0,       2.28189,       1.41594,       2899.16843
      51.0,       2.28189,       1.88615,       3861.92049
      52.0,       2.28189,       2.16483,       4432.51727
      53.0,       2.28189,       2.26504,       4637.70963
      54.0,       2.28189,       2.28136,       4671.11731
      55.0,       8.04567,       2.28049,       4669.34451
      56.0,       8.04567,       5.8879,       12055.56313
      57.0,       8.04567,       7.68742,       15740.11569
      58.0,       8.04567,       8.05902,       16500.96319
      59.0,       8.04567,       8.05183,       16486.24051
      60.0,       8.05039,       8.04256,       16467.25887
      61.0,       8.05039,       8.04728,       16476.9245
      62.0,       8.0504,       8.04857,       16479.58016
      63.0,       8.05039,       8.04891,       16480.2582
      64.0,       8.05039,       8.04897,       16480.38534
      65.0,       2.28189,       8.049,       16480.46303
      66.0,       2.28189,       4.27955,       8762.44896
      67.0,       2.28189,       2.74631,       5623.10193
      68.0,       2.28189,       2.32067,       4751.60297
      69.0,       2.28189,       2.26998,       4647.82022
      70.0,       1.41732,       2.27938,       4667.06672
      71.0,       1.41732,       1.79845,       3682.35599
      72.0,       1.41733,       1.53688,       3146.79136
      73.0,       1.41732,       1.43767,       2943.64019
      74.0,       1.41732,       1.41636,       2900.02304
      75.0,       1.05354,       1.4158,       2898.86119
      76.0,       1.05354,       1.22693,       2512.16555
      77.0,       1.05355,       1.11454,       2282.0481
      78.0,       1.05354,       1.06628,       2183.21647
      79.0,       1.05354,       1.05352,       2157.10127
      80.0,       0.85039,       1.05233,       2154.67162
      81.0,       0.85041,       0.95167,       1948.54695
      82.0,       0.85039,       0.88854,       1819.29173
      83.0,       0.85041,       0.85928,       1759.38039
      84.0,       0.85039,       0.85054,       1741.48998
      85.0,       0.71811,       0.84935,       1739.06386
      86.0,       0.71811,       0.78607,       1609.48021
      87.0,       0.71813,       0.74494,       1525.28651
      88.0,       0.71811,       0.72484,       1484.12726
      89.0,       0.71811,       0.71828,       1470.70062
      90.0,       0.62835,       0.71719,       1468.46873
      91.0,       0.62835,       0.67544,       1382.98604
      92.0,       0.62833,       0.64759,       1325.94932
      93.0,       0.62835,       0.63341,       1296.90654
      94.0,       0.62835,       0.62846,       1286.77123
      95.0,       0.55747,       0.62752,       1284.85364
      96.0,       0.55749,       0.5953,       1218.8929
      97.0,       0.55747,       0.57339,       1174.03267
      98.0,       0.55749,       0.56186,       1150.42482
      99.0,       0.55747,       0.55763,       1141.74447
     100.0,       0.50078,       0.55673,       1139.90811
     101.0,       0.5008,       0.53148,       1088.22156
     102.0,       0.50078,       0.51403,       1052.47958
     103.0,       0.5008,       0.50457,       1033.11654
     104.0,       0.50078,       0.50094,       1025.67574
     105.0,       0.46298,       0.5001,       1023.95592
     106.0,       0.463,       0.48355,       990.07149
     107.0,       0.46298,       0.47194,       966.31532
     108.0,       0.463,       0.46551,       953.13235
     109.0,       0.46298,       0.46295,       947.89165
     110.0,       0.42519,       0.46232,       946.6062
     111.0,       0.42519,       0.44603,       913.25502
     112.0,       0.42521,       0.43447,       889.58713
     113.0,       0.42519,       0.42795,       876.23819
     114.0,       0.42519,       0.42527,       870.73969
     115.0,       0.39686,       0.42457,       869.32004
     116.0,       0.39686,       0.41252,       844.63509
     117.0,       0.39684,       0.40391,       826.99894
     118.0,       0.39686,       0.39892,       816.78594
     119.0,       0.39686,       0.39681,       812.48461
     120.0,       0.00000,       0.39625,       811.32629
     121.0,       0.00000,       0.23956,       490.49251
     122.0,       0.00000,       0.13547,       277.37554
     123.0,       0.00000,       0.07365,       150.79717
     124.0,       0.00000,       0.03966,       81.20255
     125.0,       0.00000,       0.02166,       44.35169
     126.0,       0.00000,       0.01218,       24.93569
     127.0,       0.00000,       0.0071,       14.53552
     128.0,       0.00000,       0.0043,       8.80042
     129.0,       0.00000,       0.0027,       5.53028
     130.0,       0.00000,       0.00176,       3.59856
     131.0,       0.00000,       0.00118,       2.41552
     132.0,       0.00000,       0.00081,       1.67038
     133.0,       0.00000,       0.00058,       1.18304
     134.0,       0.00000,       0.00042,       0.85815
     135.0,       0.00000,       0.00031,       0.63566
     136.0,       0.00000,       0.00024,       0.48028
     137.0,       0.00000,       0.00018,       0.36727
     138.0,       0.00000,       0.00014,       0.28605
     139.0,       0.00000,       0.00011,       0.22601
     140.0,       0.00000,       9E-05,       0.1801
     141.0,       0.00000,       7E-05,       0.14832
     142.0,       0.00000,       6E-05,       0.12007
     143.0,       0.00000,       5E-05,       0.09888
     144.0,       0.00000,       4E-05,       0.08122
     145.0,       0.00000,       4E-05,       0.07063
     146.0,       0.00000,       3E-05,       0.06003
     147.0,       0.00000,       2E-05,       0.04944
     148.0,       0.00000,       2E-05,       0.04238
     149.0,       0.00000,       2E-05,       0.03885
     150.0,       0.00000,       2E-05,       0.03178
     151.0,       0.00000,       2E-05,       0.02825
     152.0,       0.00000,       1E-05,       0.02472
     153.0,       0.00000,       1E-05,       0.02119
     154.0,       0.00000,       1E-05,       0.02119
     155.0,       0.00000,       1E-05,       0.01766
     156.0,       0.00000,       1E-05,       0.01766
     157.0,       0.00000,       1E-05,       0.01413
     158.0,       0.00000,       1E-05,       0.01413
     159.0,       0.00000,       0.00000,       0.01059
     160.0,       0.00000,       0.00000,       0.01059
     161.0,       0.00000,       0.00000,       0.01059
     162.0,       0.00000,       0.00000,       0.01059
     163.0,       0.00000,       0.00000,       0.00706
     164.0,       0.00000,       0.00000,       0.00706
     165.0,       0.00000,       0.00000,       0.00706
     166.0,       0.00000,       0.00000,       0.00706
     167.0,       0.00000,       0.00000,       0.00706
     168.0,       0.00000,       0.00000,       0.00706
     169.0,       0.00000,       0.00000,       0.00706
     170.0,       0.00000,       0.00000,       0.00353
     171.0,       0.00000,       0.00000,       0.00353
     172.0,       0.00000,       0.00000,       0.00353
     173.0,       0.00000,       0.00000,       0.00353
     174.0,       0.00000,       0.00000,       0.00353
     175.0,       0.00000,       0.00000,       0.00353
     176.0,       0.00000,       0.00000,       0.00353
     177.0,       0.00000,       0.00000,       0.00353
     178.0,       0.00000,       0.00000,       0.00353
