Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,       0.00000
       1.0,       10.0800,        7.4674,       3.23009
       2.0,       10.0800,       10.0820,       4.36108
       3.0,       10.0800,       10.0883,       4.36377
       4.0,       10.0800,       10.0362,       4.34124
       5.0,       10.8000,       10.0447,       4.34491
       6.0,       10.8000,       10.6558,       4.60928
       7.0,       10.8000,       10.7708,       4.65902
       8.0,       10.8000,       10.7637,       4.65595
       9.0,       10.8000,       10.7613,       4.65492
      10.0,       11.6400,       10.7619,       4.65515
      11.0,       11.6400,       11.4794,       4.96551
      12.0,       11.6400,       11.6102,       5.02209
      13.0,       11.6400,       11.6009,       5.01806
      14.0,       11.6400,       11.5984,       5.01698
      15.0,       12.8400,       11.5991,       5.01729
      16.0,       12.8400,       12.6318,       5.46399
      17.0,       12.8400,       12.8123,       5.54206
      18.0,       12.8400,       12.7975,       5.53568
      19.0,       12.8400,       12.7944,       5.53434
      20.0,       14.1600,       12.7955,       5.53483
      21.0,       14.1600,       13.9410,       6.03029
      22.0,       14.1600,       14.1314,       6.11267
      23.0,       14.1600,       14.1138,       6.10506
      24.0,       14.1600,       14.1118,       6.10417
      25.0,       15.9600,       14.1144,       6.10531
      26.0,       15.9600,       15.6919,       6.78767
      27.0,       15.9600,       15.9401,       6.89503
      28.0,       15.9600,       15.9144,       6.88391
      29.0,       15.9600,       15.9123,       6.88300
      30.0,       18.2400,       15.9147,       6.88404
      31.0,       18.2400,       17.9320,       7.75663
      32.0,       18.2400,       18.2271,       7.88430
      33.0,       18.2400,       18.1905,       7.86848
      34.0,       18.2400,       18.1879,       7.86732
      35.0,       21.6000,       18.1902,       7.86834
      36.0,       21.6000,       21.1981,       9.16944
      37.0,       21.6000,       21.6003,       9.34340
      38.0,       21.6000,       21.5415,       9.31797
      39.0,       21.6000,       21.5395,       9.31711
      40.0,       26.7600,       21.5428,       9.31854
      41.0,       26.7600,       26.2300,      11.34601
      42.0,       26.7600,       26.7842,      11.58573
      43.0,       26.7600,       26.6872,      11.54378
      44.0,       26.7600,       26.6887,      11.54445
      45.0,       36.0000,       26.6942,      11.54681
      46.0,       36.0001,       35.2459,      15.24594
      47.0,       36.0000,       36.0874,      15.60992
      48.0,       36.0000,       35.9044,      15.53077
      49.0,       36.0000,       35.9181,      15.53671
      50.0,       57.9600,       35.9285,      15.54120
      51.0,       57.9600,       56.8067,      24.57227
      52.0,       57.9600,       58.2504,      25.19675
      53.0,       57.9601,       57.8056,      25.00433
      54.0,       57.9600,       57.8678,      25.03122
      55.0,      204.3600,       57.8850,      25.03868
      56.0,      204.3600,      205.1977,      88.76010
      57.0,      204.3601,      205.8610,      89.04702
      58.0,      204.3600,      203.5913,      88.06524
      59.0,      204.3600,      204.2617,      88.35522
      60.0,      204.4800,      204.2606,      88.35475
      61.0,      204.4800,      204.4238,      88.42535
      62.0,      204.4802,      204.4377,      88.43138
      63.0,      204.4800,      204.4381,      88.43153
      64.0,      204.4800,      204.4392,      88.43202
      65.0,       57.9601,      204.4394,      88.43211
      66.0,       57.9599,       57.6684,      24.94498
      67.0,       57.9601,       55.6809,      24.08529
      68.0,       57.9599,       58.4908,      25.30074
      69.0,       57.9601,       58.0525,      25.11113
      70.0,       35.9999,       57.9902,      25.08417
      71.0,       35.9999,       37.1120,      16.05314
      72.0,       36.0002,       35.6284,      15.41137
      73.0,       35.9999,       36.0537,      15.59536
      74.0,       35.9999,       36.0111,      15.57692
      75.0,       26.7600,       35.9897,      15.56766
      76.0,       26.7600,       27.4334,      11.86657
      77.0,       26.7602,       26.5896,      11.50158
      78.0,       26.7600,       26.7614,      11.57588
      79.0,       26.7600,       26.7530,      11.57225
      80.0,       21.5998,       26.7420,      11.56749
      81.0,       21.6003,       22.0510,       9.53836
      82.0,       21.5998,       21.4969,       9.29868
      83.0,       21.6003,       21.5860,       9.33720
      84.0,       21.5998,       21.5859,       9.33718
      85.0,       18.2399,       21.5789,       9.33415
      86.0,       18.2399,       18.5682,       8.03183
      87.0,       18.2404,       18.1665,       7.85810
      88.0,       18.2399,       18.2206,       7.88149
      89.0,       18.2399,       18.2222,       7.88219
      90.0,       15.9600,       18.2177,       7.88023
      91.0,       15.9600,       16.1987,       7.00691
      92.0,       15.9596,       15.9043,       6.87953
      93.0,       15.9600,       15.9373,       6.89384
      94.0,       15.9600,       15.9401,       6.89505
      95.0,       14.1598,       15.9371,       6.89375
      96.0,       14.1603,       14.3591,       6.21116
      97.0,       14.1598,       14.1128,       6.10460
      98.0,       14.1603,       14.1366,       6.11490
      99.0,       14.1598,       14.1397,       6.11626
     100.0,       12.7199,       14.1370,       6.11510
     101.0,       12.7204,       12.8865,       5.57417
     102.0,       12.7199,       12.6793,       5.48454
     103.0,       12.7204,       12.6964,       5.49194
     104.0,       12.7199,       12.6996,       5.49332
     105.0,       11.7597,       12.6974,       5.49238
     106.0,       11.7601,       11.8698,       5.13440
     107.0,       11.7597,       11.7260,       5.07217
     108.0,       11.7601,       11.7361,       5.07655
     109.0,       11.7597,       11.7385,       5.07761
     110.0,       10.7999,       11.7370,       5.07692
     111.0,       10.7999,       10.9156,       4.72165
     112.0,       10.8004,       10.7667,       4.65724
     113.0,       10.7999,       10.7765,       4.66148
     114.0,       10.7999,       10.7787,       4.66243
     115.0,       10.0802,       10.7774,       4.66187
     116.0,       10.0802,       10.1657,       4.39725
     117.0,       10.0797,       10.0505,       4.34742
     118.0,       10.0802,       10.0563,       4.34994
     119.0,       10.0802,       10.0586,       4.35094
     120.0,        0.0000,       10.0578,       4.35058
     121.0,        0.0000,        2.1659,       0.93689
