Time,Rain(in),Out(in),Out(cfs)
       0.0,       0.39685,       0.00000,       0.00000
       1.0,       0.39685,       0.32011,       97.48509
       2.0,       0.39685,       0.40195,       122.40947
       3.0,       0.39685,       0.39641,       120.72037
       4.0,       0.39685,       0.39547,       120.43468
       5.0,       0.4252,       0.39583,       120.54521
       6.0,       0.4252,       0.42132,       128.30844
       7.0,       0.4252,       0.42456,       129.29513
       8.0,       0.4252,       0.42405,       129.13904
       9.0,       0.4252,       0.42403,       129.13198
      10.0,       0.45827,       0.42405,       129.13939
      11.0,       0.45827,       0.45402,       138.26435
      12.0,       0.45827,       0.45764,       139.36864
      13.0,       0.45827,       0.45702,       139.18076
      14.0,       0.45827,       0.45701,       139.17653
      15.0,       0.50551,       0.45704,       139.185
      16.0,       0.50551,       0.50012,       152.30546
      17.0,       0.50551,       0.50504,       153.80457
      18.0,       0.50551,       0.50414,       153.52912
      19.0,       0.50551,       0.50414,       153.52876
      20.0,       0.55748,       0.50418,       153.54006
      21.0,       0.55748,       0.55191,       168.07558
      22.0,       0.55748,       0.557,       169.62625
      23.0,       0.55748,       0.55598,       169.31619
      24.0,       0.55748,       0.556,       169.32184
      25.0,       0.62835,       0.55604,       169.3342
      26.0,       0.62835,       0.62163,       189.30994
      27.0,       0.62835,       0.62809,       191.27767
      28.0,       0.62835,       0.6267,       190.85213
      29.0,       0.62835,       0.62678,       190.87579
      30.0,       0.71811,       0.62684,       190.89698
      31.0,       0.71811,       0.71069,       216.42949
      32.0,       0.71811,       0.71816,       218.70622
      33.0,       0.71811,       0.71635,       218.15567
      34.0,       0.71811,       0.71648,       218.1931
      35.0,       0.85039,       0.71654,       218.21358
      36.0,       0.85039,       0.84134,       256.21923
      37.0,       0.85039,       0.85104,       259.17366
      38.0,       0.85039,       0.84831,       258.3427
      39.0,       0.85039,       0.84854,       258.41298
      40.0,       1.05354,       0.84861,       258.43452
      41.0,       1.05354,       1.04267,       317.53044
      42.0,       1.05354,       1.05507,       321.30876
      43.0,       1.05354,       1.05087,       320.02719
      44.0,       1.05354,       1.05133,       320.16845
      45.0,       1.41732,       1.05141,       320.19176
      46.0,       1.41732,       1.40446,       427.70903
      47.0,       1.41732,       1.42077,       432.67746
      48.0,       1.41732,       1.41341,       430.43391
      49.0,       1.41732,       1.41447,       430.75846
      50.0,       2.28189,       1.41455,       430.78282
